"2ff39335-5b59-4e4f-8fbf-6123b155f4c6"	"uconn"	"conn00116207"	"fort jackson united states army training center | n side of semmes rd just opposite golf course"	34.03583	-80.93055	"united states"	"south carolina"	"richland county"	"columbia"	20000	"hypericaceae"	"hypericum"	"lloydii"	NA	"hypericum lloydii (svenson) w. p. adams"
"fa11e866-56e2-41f8-9e63-1dc5dbf03a25"	"ny"	"42355"	"fort jackson army installation, 1km w of wildcat rd, n side of dixie rd"	34.05	-80.87	"united states"	"south carolina"	"richland co."	NA	NA	"clusiaceae"	"hypericum"	"lloydii"	NA	"hypericum lloydii (svenson) w.p.adams"
