Salix x pendulina
Gaura mollis
Baccharis emoryi
Vauquelinia californica
Artemisia ludoviciana
Bouteloua gracilis
Cercidium microphylla
Quercus virginianus
Gossypium thurberi
Cyclachaena xanthifolia
Celtis ehrenbergiana
Chamaesyce microcoma
Arbutus arizonica
Haplopappus tenuisectus
Cercidium floridum
Baccharis sergiloides
Amaranthus retroflexus
Aristida purpurea
Sporobolus wrightii
Ambrosia psilostachya
Bouteloua hirsuta
Muhlenbergia rigens
Bouteloua curtipendula
Hyoscyamus wislizeni
Gaura coccinea
Melilotus albus
Zizyphus obtusifolia
Berberis haematocarpa
Phoradendron juniperinum
Artemisia californica
Ambrosia trifida
Baccharis halimifolia
Cassia fasciculata
Amaranthus hybridus
Oenothera biennis
Chenopodium ambrosioides
Vernonia gigantea
Polygonum coccineum
Aster pilosus
Polygonum pensylvanicum (pennsylvania smartweed)
Lamium amplexicaule
Erigeron strigosus
Croton capitatus
Oenothera laciniata
Oenothera speciosa
Torilis arvensis
Coreopsis tinctoria
Ranunculus sardous
Erigeron philadelphicus
Erigeron annus
Cynosciadium digitatum
Trifolium incarnatum
Trifolium resupinatum
Vicia dasycarpa
Rumex crispus
Erigeron annuus
Erigeron canadensis
Xanthium strumarium
Verbena brasiliensis
Eupatorium capillifolium
Euphorbia maculata
Eragrostis spectabilis
Iva annua
Croton capitatis
Lepidium virginicum
Vicia angustifolia
Helenium amarum
Anoda cristata
Polygonum lapathifolium
Valerianella radiata
Polygonum aviculare
Trepocarpus aethusae
Trifolium campestre
Senecio glabellus
Leptochloa panicoides
Sonchus asper
Polygonum hydropiper
Sesbania exaltata
Aster subulatus
Gaura longiflora
Polygonum persicaria
Helianthus grosseserratus
Pyrrhopappus carolinianus
chaerophyllum tainturieri
Geranium carolinianum
Galium aparine
Euphorbia humistrata
Quercus stellata
Populus deltoides
Sida spinosa
Bidens aristosa
Cassia fasiculata
Mikania scandens
Desmodium perplexum
Ludwigia alternifolia
Eupatorium serotinum
Eupatorium coelestinum
Polygonum punctatum
Eupatorium nutans
Solanum carolinense
Anthemis cotula
Lathyrus hirsutus
Geranium dissectum
Rhus glabra
Apios americana
Trifolium arvense
Cynodon dactylon
Ulmus crassifolia
Carya illinoinensis
Daucus carota
Foeniculum vulgare
Leucanthemum maximum
Cercocarpus traskiae
Ceanothus integerrimus
Prunus subcordata
Urtica holosericea
Juniperus occidentalis
Centaurea melitensis
Quercus lobata
Ulmus procera
Salix hindsiana
Artemisia heterophylla
Artemisia furcata
Quercus wislizeni
Rhamnus californica
Quercus douglasii
Rhamnus cathartica
Grindelia camporum
Agropyron desertorum
Spiraea douglasii
Lonicera involucrata
Chrysanthemum leucanthemum
Lithocarpus densiflorus
Pinus sabiniana
Anthoxanthum aristatum
Sequoia sempervirens
Crepis capillaris
Castilleja exilis
Calocedrus decurrens
Streptanthus polygaloides
Centranthus pungens
Phacelia heterophylla
Ambrosia acanthicarpa
Calycanthus occidentalis
Spiraea discolor
Ceanothus thyrsiflorus
Artemisia pycnocephala
Bromus mollis
Haplopappus acradenius
Tiquilia palmeri
Hilaria rigida
Lycium cooperi
Suaeda fruticosa
Atriplex semibaccata
Trixis californica
Salsola kali
Atriplex lentiformis
Oenothera deltoides
Encelia farinosa
Bebbia juncea
Gutierrezia californica
Tiquilia plicata
Chamaesyce micromera
Ambrosia ilicifolia
Encelia frutescens
Aster spinosus
Dalea arborescens
Helianthus annus sic
Atriplex hymenelytra
Amphipappas fremontii
Encelia virginensis
Purshia glandulosa
Castilleja angustifolia
Phacelia distans
Castilleja chromosa
Eriogonum inflatum
Encelia actonii
Erigeron nevadensis
Mirabilis bigelovii
Ephedra nevadensis
Senecio douglasiana
Lupinus albifrons
Aesculus californica
Penstemon laetus
Quercus kellogii
Quercus kelloggii
none_4249 saliva
Coreopsis bigelovii
Plagiobothrys nothofulvus
Chrysothamnus nauseosus
Ceanothus insularis
Layia glandulosa
Hordeum jubatum
Ceanothus leucodermis
Ceanothus cordulatus
Ceanothus cordatus
Tetradymia stenolepis
Mimulus aurantiacus
Juniperus californica
Brassica geniculata
Quercus x alvordiana
Ribes quercetorum
Fremontodendron californicum
Senecio flaccidus
Salix lasiolepis
Phacelia imbricata
Salix laevigata
Urtica dioica
Lupinus adsurgens
Eriophyllum confertiflorum
Rhamnus ilicifolia
Quercus john-tuckeri
Quercus john-tuckeri_delete
Dichoria canescens
Dicoria canescens
Crisium californicum
Juglans californica
Crisium vulgare
Bromus rigidus
Eriodictyon californicum
Hesperocyparis sargentii
Gilia achillaefolia
Ceanothus spinosus
Aster abatus
Urtica gracilis
Platanus racemosa
Salix gooddingii
Prunus lyonii
Quercus pacifica
Lyonothamnus floribundus
Quercus tomentella
Ericameria cooperi
Phoradendron densum
Salvia dorrii
Acamptopappus sphaerocephalus
Galium angustifolium
Prunus fasciculata
Salazaria mexicana
Salsola tragus
Ceanothus divaricatus
Ceanothus divaricata
Quercus dumosa
Silybum marianum
Eriogonum nudum
Lepidospartum squamatum
Abies magnifica
Ceanothus sorediatus
Cupressus sargenti
Grindelia hirsutula
Asclepias speciosa
Arctostaphylos viscida
Lonicera interrupta
Heteromeles arbutifolia
Madia sativa
Sylibum Miranum
Artemisia douglasiana
Helianthella californica
Layia platyglossa
Pinus muricata
Avena fatua
Croton setigerus
Tetradymia canescens
Wyethia helianthoides
Isatis tinctoria
Libocedrus decurrens
Cercocarpus ledifolius
Cleome platycarpa
Holodiscus microphyllus
Eriogonum baileyi
Hymenopappus filifolius
Ribes aurea
Beloperone californica
Pinus coulteri
Cupressus goveniana
Lathyrus strictus
Eriophyllum lanatum
Carthamus lanatus
Croton californica
Lonicera subapicata
Lonicera subspicata
Ribes indecorum
Ceanothus megacarpus
Rhus diversiloba
Malvastrum fasciculatus
Cryptantha intermedia
Quercus agrifolia
Arctostaphylos manzanita
Quercus englemanni
Quercus engelmanni
Quercus engelmannii
Prunus ilicifolia
Pectis papposa
Adenostoma sparsifolium
Chaenactis glabriuscula
Heliotropium curassavicum
Salvia apiana
Brickellia desertorum
Salvia mellifera
Ceanothus crassifolius
Salvia columbariae
Ceanothus crassifolium
Eriogonum fasiculatum
Amsinckia douglasiana
Ceanothus crassifolia
Atriplex lontiformis
Astragalus trichopodus
Astragalus purshii
Phacelia ramosissima
Erigeron fasciculatus
Quercus palmeri
Rhamnus tomentella
Arctostaphylos glauca
Eriodictyon crassifolium
Quercus wislizeni x quercus kelloggii
Garrya veatchii
Prunus virginiana
Sambucus mexicana
Solanum xanti
Pluchea sericea
Cercidium torreyanum
Dalea emoryi
Dalea schotti
Rhus laurina
Camissonia brevipes
Crisium occicentalis
Adenostoma fasciculata
Lasthenia glabrata
Leymus condensatus
Lasthenia gracilis
Carduus tenuiflorus
Xylorhiza tortifolia
Salvia pilosa
Erigeron fasciculata
Parosela emoryi
Dalea californica
Marina parryi
Croton californicus
Helianthus ciliaris
Boerhavia wrightii
Mentzelia involucrata
Yucca schidigera
Centaurea sulphurea
Haplopappus linearifolius
Atriplex spinifera
Ambrosia eriocentra
Amorpha californica
Oenothera dentata
Malacothrix californica
Ephedra viridis
Ephedra aspera
Tetradymia axillaris
Senna armata
Eriodictyon trichocalyx
Fremontia californica
Lepidospartum latisquamum
Stanleya pinnata
Mirabilis laevis
Sambucus nigra
Ephedra funerea
Chamaesyce prostrata
Pleuraphis rigida
Senecio douglasii
Salvia carnosa
Larrea laricina
Encelia eriocentra
Tetradymia spinosa
Lepidium fremontii
Psorothamnus arborescens
Chaenactis carphoclinia
Crisium neomexicanus
Malvastrum fasciculatum
Cirsium neomexicanus
Lupinus formosus
Solidago confinis
Psorothamnus schotti
Bursera microphylla
Salvia vaseyi
Chamaesyce albomarginata
Quercus oxycedrus
Sambucus glauca
Dalea polydenius
Astragalus douglasii
Gutierrezia sarothrae
Madia glomerata
Arctostaphylos canescens
Limonium sinuatum
Amaranthus caudatus
Psorothamnus spinosus
Pinus jeffreyi
Dicoria cana
Lotus riparius
Lupinus excubitus
Abronia latifolia
Cryptantha muricata
Salvia leucophylla
Hazardia sqarossus
Lupinus ludovicianus
Malvastrum gracile
Mimulus aurantiacum
Baccharis pilularis
Calochortus splendens
Carduus pycnocephalus
Eriodictyon tomentosum
Eriodictyon mellifera
Ceanothus arboreus
Platystemon californicus
Lonicera johnstonii
Artemisia californicus
Lonicera johnsonii
Lotus junceus
Cirsium occidentale
Crisium occidentale
Cirsium proteanum
Cirsium californicum
Pinus radiata
Cercocarpus alnifolius
Hesperocyparis macnabiana
Castilleja applegatei
Eryngium articulatum
Monardella odoratissima
Piscaria setigera
Ribes velutinum
Pseudoroegneria spicata
Agropyron spicatum
Ribes cereum
Castanopsis chrysophylla
Abies procera
Scrophularia californica
Pinus attenuata
Physocarpus capitatus
Chamaebatia millefolium
Abies shastensis
Heterotheca oregona
Lathyrus jepsonii
Hordeum marinum
Festuca rubra
Nama rothrockii
Chrysothamnus parryi
Ericameria parryi
Gossypium hirsutum
Calochortus luteus
Holocarpha heermannii
Clarkia unguiculata
Frangula californica
Clarkia cylindrica
Lessingia filaginifolia
Euphorbia serpyllifolia
Quercus vaccinifolia
Artemisia norvegica
Artemisia filifolia
Astragalus pattersonii
Oenothera coronopifolia
Chrysothamnus nauseosus consimilis
Penstemon strictiformis
Physocarpus monogynus
Pedicularis greyi
Pinus aristata
Allium geyeri
Heterotheca villosa
Chrysanthemoides nauseosus
Vicia americana
Geranium viscosissimum
Phacelia hastata
Symphoricarpos oreophilus
Chrysopsis villosa
Suaeda diffusa
Elymus trachycaulus
Bromus inermis
Cowania stansburyana
Ligusticum porteri
Chenopodium quinoa
Psoralea lanceolata
Abronia elliptica
Astragalus drummondii
Thelesperma trifidum
Holodiscus dumosus
Melilotus indicus
Ceanothus americanus
Potentilla recta
Viburnum lentago
Quercus coccinea
Quercus rubra
Panicum virgatum
Agropyron repens
Medicaga sativa
Cucumis sativus
Zea mays
Carex stricta
Phaseolus lunatus
Campsis radicans
Capsicum annuum
Vitis aestivalis
Saccharum officinarum
Bidens bipinnata
Platycladus orientalis
Spartina alternifolia
Spartina alterniflora
Spartina patens
Spartina bakeri
Quercus virginiana
Carya floridana
Hypericum fasciculatum
Quercus inopina
Satureja asheii
Andropogon glomeratus
Polygonella myriophylla
Erigeron quercifolius
Andropogon virginicus
Eragrostis refracta
Alnus serrulata
Liquidambar styraciflua
Pluchea purpurea
Parthenium hysterophorus
Solanum lycopersicum
Solanum namaensis
Taxodium distichum
Nerium oleander
Sabal palmetto
Amorpha fruticosa
Quercus laevis
Quercus laurifolia
Solanum erianthum
Persea americana
Solanum verbascifolium
Solanum donianum
Bauhinia divaricata
Thrinax radiata
Trema lamarckiana
Suaeda linearis
Batis maritima
Pinus pinea
Andropogon gerardii
Sophora chrysophylla
Psychotria hawaiiensis
Pritchardia beccariana
Coprosma rhynchocarpa
Clermontia clermontioides
Pipturus albidus
Ilex anomala
Pisonia brunoniana
Metrosideros polymorpha
Coprosma menziesii
Urera glabra
Xylosma hawaiiensis
Diospyros sandwicensis
Antidesma platyphyllum
Melicope hawaiensis
Coprosma ochracea
Acacia confusa
Cheirodendron trigynum
Tetraplasandra kahanana
Acacia koa
Cheirodendron oahuense
Chenopodium oahuense
Physostegia parviflora
Lythrum maritimum
Coprosma cymosa
Touchardia latifolia
Coprosma montana
Gordonia lasianthus
Myoporum sandwicense
Dactylis glomerata
Colocasia esculenta
Chenopodium murale
Conyza bonariensis
Hedyotis acuminata
Psychotria marinana
Psychotria kaduana
Hibiscus arnottianus
Pisonia umbellifera
Hedyotis terminalis
Clermontia kakeana
Diospyros hillebrandii
Urera kaalae
Cajanus indicus
Persea sp,
Korthalsella complanata
Ilex amnicola
Sida fallax
Tetraplasandra waianensis
Tetraplasandra kaalae
Munroidendron racemosum
Chloris inflata
Abutilon sandwicensis
Urera sandwicensis
Broussaisia arguta
Neraudia melastomacifolia
Sesbania tomentosa
Panicum torridum
Solanum nelsoni
Passiflora manicata
Pelea anisata
Pelea clusiifolia
Cheirodendron kauaiense
Cheirodendron helleri
Cheirodendron fauriei
Cheirodendron helleri var. multiflorum
Elaeocarpus bifidus
Cheirodendron gaudichaudii
Tetraplasandra kawaiiensis
Tetraplasandra kauaiensis
Tetraplasandra lihuensis
Tetraplasandra meiandra
Euphorbia multiforms
Melicope clusiifolia
Melicope barbigera
Claoxylon sandwicense
Pelea barbigera
Setaria geniculata
Hedyotis hillebrandii
Psychotria mariana
Perrottetia sandwicensis
Coprosma foliosa
Clermontia arborescens
Heteropogon contortus
Reynoldsia sandwicensis
Gouldia terminalis
Gouldia oyata
Reynoldsia mauiensis
Raillardia menziesii
Dodonaea viscosa
Dubautia menziesii
Rubus hawaiiensis
Astelia menziesiana
Deschampsia australis
Tetraplasandra hawaiensis
Cheirodendron babylonica
Coprosma pubens
Abies grandis
Physocarpus malvaceus
Agastache urticifolia
Agastache urticaefolia
Verbascum thapsi
Abies amabilis
Atriplex nuttallii
Rudbeckia occidentalis
Pinus silvestris
Bassia americana
Ceanothus sanguineus
Senecio serra
Mentha arvensis
Euphorbia esula
Alnus rugosa
Pastinaca sativa
Carya glabra
Heracleum lanata
Artemisia canadensis
Carya ovata
Carpinus carolinianum
Carpinus caroliniana
Ptelea trifoliata
Polymnia canadensis
Ulmus rubra
Asclepias syriaca
Salix longifolia
Potentilla arguta
Helianthus tuberosus
Fraxinus pennsylvanica
Conyza canadensis
Aster sericeus
Dalea purpurea
Ribes oxyacanthoides
Quincula lobata
Helianthus salicifolius
Sanicula marylandica
Gaillardia pulchella
Convolvulus arvensis
Calystegia sepium
Physalis heterophylla
Toxicodendron pubescens
Magnolia grandiflora
Quercus michauxii
Cupressus sempervirens
Lythrum lanceolatum
Spilanthes americana
Heterotheca latifolia
Polygonum pensylvanicum
Amaranthus palmeri
Lindernia dubia
Abutilon theophrasti
Dracopis amplexicaulis
Heterotheca camporum
Sorghum halepense
Aster exilis
Amaranthus spinosus
Rumex altissimus
Medicago arabica
Sherardia arvensis
Sibara virginica
Eupatorium incarnatum
Euphorbia nutans
Acer saccharinum
Castanea pumila
Castanea dentata
Ulmus americanus
Morus rubra
Pyracantha coccinea
Corylus americana
Pinus serotina
Medicago falcata
Clematis virginiana
Quercus velutina
Betula gladulifera
Myrica gale
Myrica asplenifolia
Amorpha fructicosa sic
Eurybia macrophylla
Aster macrophylla
Amorpha canescens
Quercus nigra
Tilia floridana
Cannabis sativa
Erigeron philadelphica
Brassica rapa
Cornus drummondii
Cornus stricta
Carya illinoensis
Sambucus canadensis
Croton lindheimeri
Pinus taeda
Acer pseudoplatanus
Helenium autumnale
Pueraria lobata
Daucus carota (wild carrot)
Lespedeza bicolor
Cornus florida
Hackelia virginiana
Portulaca oleracea
Polygonum pennsylvanica
Oxalis dillenii
Matricaria matricarioides
Sisymbrium officinale
Raphanus raphanistrum
Trifolium dubium
Verbena bonariensis
Aster vimineus
Delphinium ambiguum
Diodia virginiana
Hordeum pussilum
Cercis canadensis
Cephalanthus occidentalis
Cuscuta gronovii
Amaranthus viridis
Polygonum scandens
Ludwigia decurrens
Erigeron bonariensis
Sicyos angulatus
Specularia perfoliata
Stellaria media
Arundo donax
Acalypha rhomboidea
Acalypha ostryifolia
Polygonum hydropiperoides
Ligustrum japonicum
Brassica campestris
Rhododendron viscosum
Melia azedarach
Cirsium discolor
ammannia coccinea
Laportea canadensis
Ampelopsis arborea
Vitis cinerea
Commelina virginica
Ligusticum japonicum
Crataegus viridis
Celtis laevigata
Phaseolus vulgaris
Polygonum cespitosum
Trianthema portulacastrum
Pluchea camphorata
Cynanchum laeve
Ipomoea hederacea
Trifolium nigrescens
Panicum ramosum
Forestiera acuminata
Cyperus iria
Apocynum cannabinum
Saururus cernuus
Berchemia scandens
Eclipta alba
Ilex decidua
Vitus cinerea
Triticum aestivum
Diospyros virginiana
Haplopappus divaricatus
Raphanus sativus
Bidens frondosa
Cardiospermum halicacabum
Taraxacum officinale
Lithospermum arvense
Erigeron tenuis
Sonchus oleraceus
Cephalanthus occicentalis
Brunnichia ovata
Xanthium pensylvanicum
Broussonetia papyrifera
Aegilops cylindrica
Aesculus glabra
Festuca arundinacea
Helianthus laevigatus
Toxicodendron radicans
Gossypium herbaceum
Schizachyrium scoparium
Arenaria patula
Epilobium angustifolium
Artemisia absinthium
Artemisia michauxiana
Rumex stenophyllus
Symphoricarpos orbiculatus
Psorothamnus fremontii
Dondia nigra
Purshia mexicana
Ericameria nauseosus
Artemisia spinescens
Ribes inerme
Balsamorhiza sagittata
Tetradymia glabrata
Grayia spinosa
Atriplex confertifolia
Atriplex torreyi
Artemisia nova
Purshia stansburyana
Symphoricarpos longiflorus
Elymus cinereus
Coleogyne ramosissima
Franseria dumosa
Picrothamnus desertorum
Sarcobatus baileyi
Oenothera californica
Malacothrix glabrata
Dalea polydenia
Chenopodium atrovirens
Eriogonum deflexum
Lactuca sativa
Hudsonia ericoides
Sphaeralcea fendleri
Kallstroemia grandiflora
Sphaeralcea incana
Verbascum thapsus
Rudbeckia laciniata
Poliomintha incana
Hilaria mutica
Carex utriculata
Picea alba
Lupinus perennis
Eupatorium perfoliatum
Carya laciniosa
Quercus palustris
Liriodendron tulipifera
Crataegus oxyacantha
Prunus serotina
Celastrus orbiculatus
Catalpa speciosa
Platanus occidentalis
Platanus occicentalis
Acer platanoides
Quercus ilicifolia
Juglans ailanthifolia
Artemisia abrotanum
Cornus stolonifera
Lamium maculata
Juglans cinerea
Azalea decidua
Ilex verticillata
Carya cordiformis
Solanum dulcamara
Fagus americanus
Picea excelsa
Kalmia latifolia
Quercus bicolor
Robinia viscosa
Ulmus alata
Quercus phellos
Helianthus angustifolius
Ipomoea batatas
Pyrus calleryana
Quercus phellus
Nyssa sylvatica
Cupressus × leylandii
Fagus grandifolia
Calycanthus floridus
Ilex opaca
Phlox paniculata
Staphylea trifolia
Spiraea x billardii
Vitis labrusca
Ligustrum sinense
Prunus angustifolia
Clematis dioscoreifolia
Lilium grayi
Arenaria caroliniana
Salix caroliniana
Vitis rotundifolia
Solidago verna
Quercus margaretta
Cornus amomum
Pinus virginiana
Arachis hypogaea
Origanum vulgare
Hydrangea arborescens
Arundinaria gigantea
Setaria viridis
Yucca glauca
Oxytropis lambertii
Agropyron smithii
Gaura villosa
Eragrostis trichodes
Carya texana
Coreopsis grandiflora
Cleome lutea
Leymus cinereus
Artemisia? ludon
Lupinus caudatus
Atriplex spinosa
Salvia officinalis
Senecio foetidus
