id	h_species	h_genus	h_family	i_species	i_genus	i_tribe	i_family	i_family_id	i_tribe_id	i_genus_id	i_species_id	h_family_id	h_genus_id	h_species_id	coll_total_i	coll_number_same_h	coll_percent	h_n_specimens	i_j_h_col_event	i_j_same_col	h_voucher	rel_confidence
454	marianum	Sylibum	Asteraceae	punctatus	Lygus	Mirini	Miridae	6296	8151	8152	41123	98	7766	9120	103	1	0.97	1	0	0	0	LOW
455	contorta	Pinus	Pinaceae	diffusus	Pilophorus	Pilophorini	Miridae	6296	6293	6127	4539	62	554	707	76	33	43.42	18	0	0	0	HIGH
456	contorta	Pinus	Pinaceae	americanus	Pilophorus	Pilophorini	Miridae	6296	6293	6127	4503	62	554	707	239	109	45.61	56	0	0	0	HIGH
457	amygdaloides	Salix	Salicaceae	ornatus	Orthotylus	Orthotylini	Miridae	6296	6291	6088	2021	382	583	647	49	2	4.08	1	0	0	0	LOW
458	scoparia	Bassia	Amaranthaceae	associatus	Chlamydatus	Phylini	Miridae	6296	6292	5807	84	83	1532	906	947	1	0.11	1	0	0	0	LOW
459	glauca	Picea	Pinaceae	piceicola	Psallovius	Phylini	Miridae	6296	6292	6153	4788	62	553	760	306	27	8.82	3	0	0	0	MEDIUM
460	sylvestris	Pinus	Pinaceae	piceicola	Psallovius	Phylini	Miridae	6296	6292	6153	4788	62	554	932	306	5	1.63	1	0	0	0	LOW
461	pungens	Picea	Pinaceae	piceicola	Psallovius	Phylini	Miridae	6296	6292	6153	4788	62	553	8724	306	16	5.23	3	0	0	0	MEDIUM
462	sylvestris	Pinus	Pinaceae	rostratus	Phoenicocoris	Phylini	Miridae	6296	6292	6119	228	62	554	932	220	16	7.27	2	0	0	0	MEDIUM
463	alba	Populus	Salicaceae	angulatus	Orthotylus	Orthotylini	Miridae	6296	6291	6088	1798	382	563	9886	46	1	2.17	3	0	0	0	LOW
464	glauca	Picea	Pinaceae	pennsylvanicus	Orthotylus	Orthotylini	Miridae	6296	6291	6088	2035	62	553	760	36	8	22.22	5	0	0	0	HIGH
465	alba	Populus	Salicaceae	neoclavatus	Pilophorus	Pilophorini	Miridae	6296	6293	6127	4581	382	563	9886	88	1	1.14	1	0	0	0	LOW
466	bursa-pastoris	Capsella	Brassicaceae	coagulatus	Melanotrichus	Orthotylini	Miridae	6296	6291	6029	34915	114	437	678	331	2	0.60	1	0	0	0	LOW
467	scoparia	Bassia	Amaranthaceae	onustus	Atomoscelis	Phylini	Miridae	6296	6292	5747	38	83	1532	906	552	3	0.54	4	0	0	0	LOW
468	fruticosa	Potentilla	Rosaceae	fuscipes	Plagiognathus	Phylini	Miridae	6296	6292	6132	329	376	564	752	55	20	36.36	5	0	0	0	HIGH
469	glauca	Picea	Pinaceae	rostratus	Phoenicocoris	Phylini	Miridae	6296	6292	6119	228	62	553	760	220	2	0.91	1	0	0	0	LOW
470	glauca	Picea	Pinaceae	latifrons	Dichrooscytus	Mirini	Miridae	6296	8151	36459	73518	62	553	760	169	36	21.30	3	0	0	0	HIGH
471	commutata	Elaeagnus	Elaeagnaceae	flavidus	Plagiognathus	Phylini	Miridae	6296	6292	6132	322	197	472	703	21	1	4.76	2	0	0	0	LOW
472	frigida	Artemisia	Asteraceae	decolor	Europiella	Phylini	Miridae	6296	6292	5876	34	98	418	751	732	17	2.32	4	0	0	0	MEDIUM
473	contorta	Pinus	Pinaceae	longirostris	Phoenicocoris	Phylini	Miridae	6296	6292	6119	225	62	554	707	121	68	56.20	4	0	0	0	HIGH
474	contorta	Pinus	Pinaceae	rostratus	Phoenicocoris	Phylini	Miridae	6296	6292	6119	228	62	554	707	220	52	23.64	5	0	0	0	HIGH
475	fruticosa	Potentilla	Rosaceae	bohemanni	Monosynamma	Phylini	Miridae	6296	6292	6038	4205	376	564	752	292	1	0.34	1	0	0	0	LOW
476	argenteus	Lupinus	Fabaceae	obliquus	Chlamydatus	Phylini	Miridae	6296	6292	5807	93	211	527	659	207	5	2.42	1	0	0	0	MEDIUM
477	argenteus	Lupinus	Fabaceae	keltoni	Chlamydatus	Phylini	Miridae	6296	6292	5807	539	211	527	659	226	3	1.33	4	0	0	0	LOW
478	splendens	Oxytropis	Fabaceae	nigridia	Lopidea	Orthotylini	Miridae	6296	6291	6002	1499	211	542	9416	296	1	0.34	3	0	0	0	LOW
479	boreale	Galium	Rubiaceae	saliens	Criocoris	Phylini	Miridae	6296	6292	5827	3457	377	1217	8785	230	32	13.91	4	0	1	0	MEDIUM
480	fruticosa	Potentilla	Rosaceae	keltoni	Chlamydatus	Phylini	Miridae	6296	6292	5807	539	376	564	752	226	2	0.88	2	0	0	0	LOW
481	glauca	Picea	Pinaceae	keltoni	Piceophylus	Phylini	Miridae	6296	6292	6124	555	62	553	760	39	6	15.38	2	0	0	0	HIGH
482	fruticosa	Potentilla	Rosaceae	obliquus	Orectoderus	Pronotocrepini	Miridae	6296	6306	6325	6333	376	564	752	317	4	1.26	9	0	0	0	LOW
483	argenteus	Lupinus	Fabaceae	militare	Hadronema	Orthotylini	Miridae	6296	6291	5912	1132	211	527	659	380	4	1.05	48	0	0	0	LOW
484	argenteus	Lupinus	Fabaceae	obscurus	Plagiognathus	Phylini	Miridae	6296	6292	6132	349	211	527	659	325	1	0.31	2	0	0	0	LOW
485	tremuloides	Populus	Salicaceae	candidatus	Orthotylus	Orthotylini	Miridae	6296	6291	6088	1837	382	563	945	40	5	12.50	4	0	0	0	MEDIUM
486	interior	Salix	Salicaceae	dorsalis	Orthotylus	Orthotylini	Miridae	6296	6291	6088	1885	382	583	786	154	1	0.65	1	0	0	0	LOW
487	interior	Salix	Salicaceae	fuscicornis	Orthotylus	Orthotylini	Miridae	6296	6291	6088	1913	382	583	786	24	7	29.17	3	0	0	0	HIGH
488	interior	Salix	Salicaceae	neglectus	Orthotylus	Orthotylini	Miridae	6296	6291	6088	2004	382	583	786	71	1	1.41	1	0	0	0	LOW
489	nigra	Betula	Betulaceae	ute	Orthotylus	Orthotylini	Miridae	6296	6291	6088	2123	109	430	8703	29	1	3.45	1	0	0	0	LOW
490	chamissonis	Ambrosia	Asteraceae	rufidorsus	Lygus	Mirini	Miridae	6296	8151	8152	67471	98	407	7257	29	1	3.45	1	0	0	0	LOW
491	contorta	Pinus	Pinaceae	rostratus	Dichrooscytus	Mirini	Miridae	6296	8151	36459	73508	62	554	707	56	26	46.43	26	0	0	0	HIGH
492	contorta	Pinus	Pinaceae	latifrons	Dichrooscytus	Mirini	Miridae	6296	8151	36459	73518	62	554	707	169	3	1.78	1	0	0	0	LOW
493	argenteus	Lupinus	Fabaceae	nigridia	Lopidea	Orthotylini	Miridae	6296	6291	6002	1499	211	527	659	296	2	0.68	1	0	0	0	LOW
494	bebbiana	Salix	Salicaceae	aethiops	Psallus	Phylini	Miridae	6296	6292	6154	378	382	583	4828	218	6	2.75	2	0	0	0	MEDIUM
495	contorta	Pinus	Pinaceae	minor	Lopidea	Orthotylini	Miridae	6296	6291	6002	1490	62	554	707	128	1	0.78	1	0	0	0	LOW
496	frigida	Artemisia	Asteraceae	sericatus	Pseudopsallus	Orthotylini	Miridae	6296	6291	6165	2389	98	418	751	58	5	8.62	22	0	0	0	MEDIUM
497	bebbiana	Salix	Salicaceae	dorsalis	Orthotylus	Orthotylini	Miridae	6296	6291	6088	1885	382	583	4828	154	9	5.84	3	0	0	0	MEDIUM
498	textile	Allium	Amaryllidaceae	lenensis	Labopidea	Orthotylini	Miridae	6296	6291	5973	1360	7902	4794	4860	79	2	2.53	1	0	0	0	LOW
499	murrayana	Pinus	Pinaceae	americanus	Pilophorus	Pilophorini	Miridae	6296	6293	6127	4503	62	554	846	239	2	0.84	4	0	0	0	LOW
500	candida	Salix	Salicaceae	atricolor	Atractotomus	Phylini	Miridae	6296	6292	5750	2901	382	583	9097	124	2	1.61	1	0	0	0	LOW
501	canadensis	Shepherdia	Elaeagnaceae	provancheri	Blepharidopterus	Orthotylini	Miridae	6296	6291	5769	648	197	590	8607	478	6	1.26	37	0	0	0	LOW
502	sophia	Descurainia	Brassicaceae	albocostatus	Melanotrichus	Orthotylini	Miridae	6296	6291	6029	34913	114	5380	5383	173	4	2.31	3	0	0	0	MEDIUM
503	erecta	Suaeda	Amaranthaceae	leviculus	Melanotrichus	Orthotylini	Miridae	6296	6291	6029	34916	83	600	739	38	6	15.79	2	0	0	0	HIGH
504	bicolor	Delphinium	Ranunculaceae	affiguratus	Hoplomachus	Phylini	Miridae	6296	6292	5931	3817	367	469	9329	56	2	3.57	2	0	0	0	LOW
505	lanatum	Heracleum	Apiaceae	pabulinus	Lygocoris	Mirini	Miridae	6296	8151	39601	67454	89	502	8668	251	2	0.80	1	0	0	0	LOW
506	bebbiana	Salix	Salicaceae	annexa	Lygidea	Mirini	Miridae	6296	8151	52789	52797	382	583	4828	103	4	3.88	1	0	0	0	MEDIUM
507	cana	Artemisia	Asteraceae	artemisiae	Europiella	Phylini	Miridae	6296	6292	5876	35	98	418	683	918	2	0.22	2	0	0	0	LOW
508	cana	Artemisia	Asteraceae	pallidicornis	Slaterocoris	Orthotylini	Miridae	6296	6291	6200	2566	98	418	683	195	1	0.51	1	0	0	0	LOW
509	frigida	Artemisia	Asteraceae	artemisiae	Europiella	Phylini	Miridae	6296	6292	5876	35	98	418	751	918	4	0.44	3	0	0	0	LOW
510	cana	Artemisia	Asteraceae	atriplicis	Melanotrichus	Orthotylini	Miridae	6296	6291	6029	35051	98	418	683	11	1	9.09	1	0	0	0	LOW
511	canadensis	Shepherdia	Elaeagnaceae	flavidus	Plagiognathus	Phylini	Miridae	6296	6292	6132	322	197	590	8607	21	4	19.05	2	0	0	0	MEDIUM
512	communis	Juniperus	Cupressaceae	ruberellus	Dichrooscytus	Mirini	Miridae	6296	8151	36459	73473	63	511	1219	48	9	18.75	13	0	0	0	HIGH
513	lasiocarpa	Abies	Pinaceae	longirostris	Phoenicocoris	Phylini	Miridae	6296	6292	6119	225	62	394	800	121	3	2.48	1	0	0	0	LOW
514	lyalli	Larix	Pinaceae	cooperi	Atractotomus	Phylini	Miridae	6296	6292	5750	2912	62	516	8682	147	1	0.68	1	0	0	0	LOW
515	contorta	Pinus	Pinaceae	convexifrons	Dichrooscytus	Mirini	Miridae	6296	8151	36459	73516	62	554	707	36	21	58.33	13	0	0	0	HIGH
516	sativa	Medicago	Fabaceae	associatus	Chlamydatus	Phylini	Miridae	6296	6292	5807	84	211	532	903	947	4	0.42	3	0	0	0	LOW
517	sativa	Medicago	Fabaceae	obliquus	Chlamydatus	Phylini	Miridae	6296	6292	5807	93	211	532	903	207	1	0.48	1	0	0	0	LOW
518	repens	Trifolium	Fabaceae	keltoni	Chlamydatus	Phylini	Miridae	6296	6292	5807	539	211	610	890	226	1	0.44	2	0	0	0	LOW
519	sativa	Medicago	Fabaceae	keltoni	Chlamydatus	Phylini	Miridae	6296	6292	5807	539	211	532	903	226	5	2.21	2	0	0	0	MEDIUM
520	pallida	Oenothera	Onagraceae	anograe	Pseudopsallus	Orthotylini	Miridae	6296	6291	6165	2368	327	541	9411	24	2	8.33	4	0	0	0	LOW
521	sativa	Medicago	Fabaceae	americanus	Conostethus	Phylini	Miridae	6296	6292	5820	3374	211	532	903	44	4	9.09	1	0	0	0	MEDIUM
522	lepidota	Glycyrrhiza	Fabaceae	guttatipes	Plagiognathus	Phylini	Miridae	6296	6292	6132	335	211	491	805	71	1	1.41	2	0	0	0	LOW
523	interior	Salix	Salicaceae	anograe	Pseudopsallus	Orthotylini	Miridae	6296	6291	6165	2368	382	583	786	24	1	4.17	1	0	0	0	LOW
524	canus	Senecio	Asteraceae	pallida	Labopidea	Orthotylini	Miridae	6296	6291	5973	1364	98	589	4872	14	1	7.14	3	0	0	0	LOW
525	cana	Artemisia	Asteraceae	inconspicua	Brooksetta	Orthotylini	Miridae	6296	6291	5783	675	98	418	683	94	8	8.51	4	0	0	0	MEDIUM
526	lepidota	Glycyrrhiza	Fabaceae	dakota	Lopidea	Orthotylini	Miridae	6296	6291	6002	1437	211	491	805	287	4	1.39	5	0	0	0	LOW
527	interior	Salix	Salicaceae	dakota	Lopidea	Orthotylini	Miridae	6296	6291	6002	1437	382	583	786	287	2	0.70	2	0	0	0	LOW
528	cana	Artemisia	Asteraceae	decolor	Europiella	Phylini	Miridae	6296	6292	5876	34	98	418	683	732	2	0.27	2	0	0	0	LOW
529	cana	Artemisia	Asteraceae	artemisiae	Chlamydatus	Phylini	Miridae	6296	6292	5807	83	98	418	683	6	3	50.00	4	0	0	0	MEDIUM
530	erecta	Suaeda	Amaranthaceae	rubropictipes	Megalopsallus	Phylini	Miridae	6296	6292	6027	2	83	600	739	54	1	1.85	1	0	0	0	LOW
531	juncea	Agropyron	Poaceae	simplex	Hadronema	Orthotylini	Miridae	6296	6291	5912	1134	352	403	8666	107	1	0.93	1	0	0	0	LOW
532	occidentalis	Symphoricarpos	Caprifoliaceae	pallidicornis	Slaterocoris	Orthotylini	Miridae	6296	6291	6200	2566	136	601	10915	195	16	8.21	8	0	0	0	MEDIUM
533	negundo	Acer	Sapindaceae	provancheri	Blepharidopterus	Orthotylini	Miridae	6296	6291	5769	648	385	398	848	478	4	0.84	3	0	0	0	LOW
534	amygdaloides	Salix	Salicaceae	provancheri	Blepharidopterus	Orthotylini	Miridae	6296	6291	5769	648	382	583	647	478	1	0.21	1	0	0	0	LOW
535	cristatum	Agropyron	Poaceae	brooksi	Labops	Halticini	Miridae	6296	6288	5974	1368	352	403	5295	117	1	0.85	1	0	0	0	LOW
536	cristatum	Agropyron	Poaceae	hesperius	Labops	Halticini	Miridae	6296	6288	5974	1372	352	403	5295	298	2	0.67	1	0	0	0	LOW
537	erecta	Suaeda	Amaranthaceae	atriplicis	Melanotrichus	Orthotylini	Miridae	6296	6291	6029	35051	83	600	739	11	1	9.09	1	0	0	0	LOW
538	erecta	Suaeda	Amaranthaceae	flavosparsus	Melanotrichus	Orthotylini	Miridae	6296	6291	6029	34918	83	600	739	337	3	0.89	2	0	0	0	LOW
539	cristatum	Agropyron	Poaceae	confraterna	Lopidea	Orthotylini	Miridae	6296	6291	6002	1435	352	403	5295	143	1	0.70	1	0	0	0	LOW
540	sativa	Medicago	Fabaceae	dakota	Lopidea	Orthotylini	Miridae	6296	6291	6002	1437	211	532	903	287	11	3.83	5	0	0	0	MEDIUM
541	bebbiana	Salix	Salicaceae	dakota	Lopidea	Orthotylini	Miridae	6296	6291	6002	1437	382	583	4828	287	2	0.70	1	0	0	0	LOW
542	juncea	Psathyrostachys	Poaceae	caelestialium	Trigonotylus	Stenodemini	Miridae	6296	8158	34962	40037	352	7328	10041	608	1	0.16	1	0	0	0	LOW
543	pratense	Phleum	Poaceae	caelestialium	Trigonotylus	Stenodemini	Miridae	6296	8158	34962	40037	352	5011	9083	608	1	0.16	1	0	0	0	LOW
544	biennis	Artemisia	Asteraceae	decolor	Europiella	Phylini	Miridae	6296	6292	5876	34	98	418	8599	732	2	0.27	1	0	0	0	LOW
545	cana	Artemisia	Asteraceae	brooksi	Labopidea	Orthotylini	Miridae	6296	6291	5973	1352	98	418	683	5	1	20.00	1	0	0	0	LOW
546	coccineum	Malvastrum	Malvaceae	chelifer	Brooksetta	Orthotylini	Miridae	6296	6291	5783	672	286	1713	9119	129	3	2.33	3	0	0	0	LOW
547	cana	Artemisia	Asteraceae	flavosparsus	Melanotrichus	Orthotylini	Miridae	6296	6291	6029	34918	98	418	683	337	1	0.30	1	0	0	0	LOW
548	horizontalis	Juniperus	Cupressaceae	ruberellus	Dichrooscytus	Mirini	Miridae	6296	8151	36459	73473	63	511	4064	48	11	22.92	3	0	0	0	HIGH
549	contorta	Pinus	Pinaceae	rubidus	Dichrooscytus	Mirini	Miridae	6296	8151	36459	73507	62	554	707	17	9	52.94	11	0	0	0	HIGH
550	horizontalis	Juniperus	Cupressaceae	alpinus	Dichrooscytus	Mirini	Miridae	6296	8151	36459	73479	63	511	4064	17	1	5.88	2	0	0	0	LOW
551	contorta	Pinus	Pinaceae	princeps	Aoplonema	Orthotylini	Miridae	6296	6291	5734	614	62	554	707	316	1	0.32	4	0	0	0	LOW
552	horizontalis	Juniperus	Cupressaceae	princeps	Aoplonema	Orthotylini	Miridae	6296	6291	5734	614	63	511	4064	316	1	0.32	3	0	0	0	LOW
553	communis	Juniperus	Cupressaceae	obliquus	Orectoderus	Pronotocrepini	Miridae	6296	6306	6325	6333	63	511	1219	317	1	0.32	1	0	0	0	LOW
554	fruticosa	Potentilla	Rosaceae	hesperia	Dacota	Phylini	Miridae	6296	6292	5837	3483	376	564	752	102	16	15.69	8	0	0	0	HIGH
555	sativum	Allium	Amaryllidaceae	lenensis	Labopidea	Orthotylini	Miridae	6296	6291	5973	1360	7902	4794	4856	79	2	2.53	14	0	0	0	LOW
556	communis	Juniperus	Cupressaceae	alpinus	Dichrooscytus	Mirini	Miridae	6296	8151	36459	73479	63	511	1219	17	9	52.94	4	0	0	0	HIGH
557	amygdaloides	Salix	Salicaceae	angulatus	Orthotylus	Orthotylini	Miridae	6296	6291	6088	1798	382	583	647	46	1	2.17	2	0	0	0	LOW
558	boreale	Galium	Rubiaceae	obliquus	Orectoderus	Pronotocrepini	Miridae	6296	6306	6325	6333	377	1217	8785	317	1	0.32	1	0	0	0	LOW
559	occidentalis	Symphoricarpos	Caprifoliaceae	breviatus	Slaterocoris	Orthotylini	Miridae	6296	6291	6200	2547	136	601	10915	596	1	0.17	2	0	0	0	LOW
560	napus	Brassica	Brassicaceae	coagulatus	Melanotrichus	Orthotylini	Miridae	6296	6291	6029	34915	114	433	5445	331	3	0.91	2	0	0	0	LOW
561	tremuloides	Populus	Salicaceae	nyctalis	Orthotylus	Orthotylini	Miridae	6296	6291	6088	2013	382	563	945	18	2	11.11	2	0	0	0	LOW
562	banksiana	Pinus	Pinaceae	piceicola	Psallovius	Phylini	Miridae	6296	6292	6153	4788	62	554	671	306	1	0.33	1	0	0	0	LOW
563	banksiana	Pinus	Pinaceae	uhleri	Pilophorus	Pilophorini	Miridae	6296	6293	6127	4625	62	554	671	119	41	34.45	4	0	0	0	HIGH
564	fruticosa	Potentilla	Rosaceae	cincta	Paraproba	Orthotylini	Miridae	6296	6291	6105	2175	376	564	752	64	1	1.56	1	0	0	0	LOW
565	cana	Artemisia	Asteraceae	salicis	Pilophorus	Pilophorini	Miridae	6296	6293	6127	4603	98	418	683	36	1	2.78	2	0	0	0	LOW
566	gigantea	Solidago	Asteraceae	breviatus	Slaterocoris	Orthotylini	Miridae	6296	6291	6200	2547	98	595	4160	596	3	0.50	1	0	0	0	LOW
567	canadensis	Solidago	Asteraceae	breviatus	Slaterocoris	Orthotylini	Miridae	6296	6291	6200	2547	98	595	9690	596	7	1.17	19	0	0	0	LOW
568	myrtillifolia	Salix	Salicaceae	alni	Orthotylus	Orthotylini	Miridae	6296	6291	6088	1795	382	583	4805	51	1	1.96	4	0	0	0	LOW
569	myrtillifolia	Salix	Salicaceae	neglectus	Orthotylus	Orthotylini	Miridae	6296	6291	6088	2004	382	583	4805	71	1	1.41	2	0	0	0	LOW
570	myrtillifolia	Salix	Salicaceae	pacificus	Orthotylus	Orthotylini	Miridae	6296	6291	6088	2023	382	583	4805	55	1	1.82	2	0	0	0	LOW
571	myrtillifolia	Salix	Salicaceae	bohemanni	Monosynamma	Phylini	Miridae	6296	6292	6038	4205	382	583	4805	292	1	0.34	2	0	0	0	LOW
572	myrtillifolia	Salix	Salicaceae	annexa	Lygidea	Mirini	Miridae	6296	8151	52789	52797	382	583	4805	103	1	0.97	1	0	0	0	LOW
573	banksiana	Pinus	Pinaceae	amoenus	Pilophorus	Pilophorini	Miridae	6296	6293	6127	4504	62	554	671	118	40	33.90	6	0	0	0	HIGH
574	scoparia	Bassia	Amaranthaceae	caelestialium	Trigonotylus	Stenodemini	Miridae	6296	8158	34962	40037	83	1532	906	608	1	0.16	1	0	0	0	LOW
575	napus	Brassica	Brassicaceae	flavosparsus	Melanotrichus	Orthotylini	Miridae	6296	6291	6029	34918	114	433	5445	337	2	0.59	1	0	0	0	LOW
576	saliva	Medicago	Fabaceae	dolabrata	Leptopterna	Stenodemini	Miridae	6296	8158	36119	36120	211	532	9048	329	2	0.61	3	0	0	0	LOW
577	napus	Brassica	Brassicaceae	caelestialium	Trigonotylus	Stenodemini	Miridae	6296	8158	34962	40037	114	433	5445	608	2	0.33	1	0	0	0	LOW
578	contorta	Pinus	Pinaceae	rubripes	Pappus	Mirini	Miridae	6296	8151	74294	76221	62	554	707	48	29	60.42	24	0	0	0	HIGH
579	velutinus	Ceanothus	Rhamnaceae	cuneotinctus	Aurantiocoris	Phylini	Miridae	6296	6292	5752	470	373	444	958	27	1	3.70	2	0	0	0	LOW
580	contorta	Pinus	Pinaceae	tibialis	Pilophorus	Pilophorini	Miridae	6296	6293	6127	4620	62	554	707	256	37	14.45	29	0	0	0	MEDIUM_HIGH
581	velutinus	Ceanothus	Rhamnaceae	giffardi	Parthenicus	Orthotylini	Miridae	6296	6291	6112	2226	373	444	958	6	1	16.67	8	0	0	0	LOW
582	album	Chenopodium	Amaranthaceae	flavosparsus	Melanotrichus	Orthotylini	Miridae	6296	6291	6029	34918	83	449	638	337	11	3.26	3	0	0	0	MEDIUM
583	ponderosa	Pinus	Pinaceae	apicatus	Ceratocapsus	Ceratocapsini	Miridae	6296	34068	5802	710	62	554	879	86	20	23.26	3	0	0	0	HIGH
584	ponderosa	Pinus	Pinaceae	politus	Phytocoris	Mirini	Miridae	6296	8151	36447	37502	62	554	879	77	27	35.06	15	0	0	0	HIGH
585	tridentata	Artemisia	Asteraceae	inconspicua	Brooksetta	Orthotylini	Miridae	6296	6291	5783	675	98	418	948	94	32	34.04	61	0	0	0	HIGH
586	tridentata	Artemisia	Asteraceae	montana	Phyllopidea	Phylini	Miridae	6296	6292	6121	4447	98	418	948	118	35	29.66	36	0	0	0	HIGH
587	glauca	Picea	Pinaceae	suffuscipennis	Plagiognathus	Phylini	Miridae	6296	6292	6132	368	62	553	760	128	17	13.28	2	0	0	0	MEDIUM
588	ponderosa	Pinus	Pinaceae	stonedahli	Pilophorus	Pilophorini	Miridae	6296	6293	6127	4613	62	554	879	14	11	78.57	11	0	0	0	HIGH
589	sativa	Medicago	Fabaceae	lineolatus	Adelphocoris	Mirini	Miridae	6296	8151	37480	37481	211	532	903	251	5	1.99	7	0	0	0	LOW
590	margaritacea	Anaphalis	Asteraceae	pulicarius	Chlamydatus	Phylini	Miridae	6296	6292	5807	95	98	411	824	279	1	0.36	1	0	0	0	LOW
591	margaritacea	Anaphalis	Asteraceae	sulcata	Ilnacorella	Orthotylini	Miridae	6296	6291	5943	1303	98	411	824	43	1	2.33	3	0	0	0	LOW
592	contorta	Pinus	Pinaceae	cooperi	Atractotomus	Phylini	Miridae	6296	6292	5750	2912	62	554	707	147	1	0.68	1	0	0	0	LOW
593	incana	Berteroa	Brassicaceae	associatus	Chlamydatus	Phylini	Miridae	6296	6292	5807	84	114	429	8663	947	1	0.11	1	0	0	0	LOW
594	incana	Berteroa	Brassicaceae	coagulatus	Melanotrichus	Orthotylini	Miridae	6296	6291	6029	34915	114	429	8663	331	1	0.30	2	0	0	0	LOW
595	incana	Berteroa	Brassicaceae	flavosparsus	Melanotrichus	Orthotylini	Miridae	6296	6291	6029	34918	114	429	8663	337	1	0.30	2	0	0	0	LOW
596	tridentata	Artemisia	Asteraceae	unipuncta	Europiella	Phylini	Miridae	6296	6292	5876	28	98	418	948	60	27	45.00	2	0	0	0	HIGH
597	tridentata	Artemisia	Asteraceae	cunealis	Ceratocapsus	Ceratocapsini	Miridae	6296	34068	5802	738	98	418	948	13	6	46.15	4	0	0	0	HIGH
598	contorta	Pinus	Pinaceae	piceicola	Dichaetocoris	Orthotylini	Miridae	6296	6291	5849	926	62	554	707	160	6	3.75	3	0	0	0	MEDIUM
599	ponderosa	Pinus	Pinaceae	ponderosae	Knightomiroides	Phylini	Miridae	6296	6292	5966	6516	62	554	879	7	4	57.14	46	0	0	0	MEDIUM
600	ponderosa	Pinus	Pinaceae	viridicata	Brooksetta	Orthotylini	Miridae	6296	6291	5783	682	62	554	879	54	1	1.85	1	0	0	0	LOW
601	ponderosa	Pinus	Pinaceae	albocostatus	Melanotrichus	Orthotylini	Miridae	6296	6291	6029	34913	62	554	879	173	1	0.58	1	0	0	0	LOW
602	ponderosa	Pinus	Pinaceae	exilis	Trigonotylus	Stenodemini	Miridae	6296	8158	34962	39999	62	554	879	58	1	1.72	1	0	0	0	LOW
603	canadensis	Shepherdia	Elaeagnaceae	cincta	Paraproba	Orthotylini	Miridae	6296	6291	6105	2175	197	590	8607	64	4	6.25	9	0	0	0	MEDIUM
604	canadensis	Shepherdia	Elaeagnaceae	communis	Neolygus	Mirini	Miridae	6296	8151	37464	37469	197	590	8607	103	1	0.97	3	0	0	0	LOW
605	menziesii	Pseudotsuga	Pinaceae	cooperi	Atractotomus	Phylini	Miridae	6296	6292	5750	2912	62	568	831	147	11	7.48	14	0	0	0	MEDIUM
606	tridentata	Artemisia	Asteraceae	arcuatus	Orectoderus	Pronotocrepini	Miridae	6296	6306	6325	6326	98	418	948	75	8	10.67	2	0	0	0	MEDIUM
607	vineale	Allium	Amaryllidaceae	lenensis	Labopidea	Orthotylini	Miridae	6296	6291	5973	1360	7902	4794	4858	79	1	1.27	12	0	0	0	LOW
608	menziesii	Pseudotsuga	Pinaceae	nigroantennatus	Psallovius	Phylini	Miridae	6296	6292	6153	4787	62	568	831	25	2	8.00	2	0	0	0	LOW
609	menziesii	Pseudotsuga	Pinaceae	piceicola	Psallovius	Phylini	Miridae	6296	6292	6153	4788	62	568	831	306	21	6.86	3	0	0	0	MEDIUM
610	canadensis	Shepherdia	Elaeagnaceae	pacificus	Orthotylus	Orthotylini	Miridae	6296	6291	6088	2023	197	590	8607	55	1	1.82	3	0	0	0	LOW
611	ponderosa	Pinus	Pinaceae	americanus	Pilophorus	Pilophorini	Miridae	6296	6293	6127	4503	62	554	879	239	23	9.62	8	0	1	0	MEDIUM
612	contorta	Pinus	Pinaceae	rufusculus	Dichrooscytus	Mirini	Miridae	6296	8151	36459	73505	62	554	707	6	2	33.33	2	0	0	0	LOW
613	tridentata	Purshia	Rosaceae	nigerrimus	Oligotylus	Phylini	Miridae	6296	6292	6073	500	376	569	8758	138	43	31.16	22	0	0	0	HIGH
614	tridentata	Purshia	Rosaceae	ribesi	Plagiognathus	Phylini	Miridae	6296	6292	6132	357	376	569	8758	33	7	21.21	2	0	0	0	HIGH
615	longifolia	Artemisia	Asteraceae	artemisiae	Europiella	Phylini	Miridae	6296	6292	5876	35	98	418	813	918	1	0.11	3	0	0	0	LOW
616	discolor	Holodiscus	Rosaceae	hamata	Paraproba	Orthotylini	Miridae	6296	6291	6105	2182	376	504	726	28	1	3.57	1	0	0	0	LOW
617	albicaulis	Pinus	Pinaceae	rolfsi	Pinophylus	Phylini	Miridae	6296	6292	6129	358	62	554	636	56	4	7.14	4	0	0	0	MEDIUM
618	triangularis	Senecio	Asteraceae	nigrisetosa	Labopidea	Orthotylini	Miridae	6296	6291	5973	1362	98	589	4868	48	2	4.17	21	0	0	0	LOW
619	albicaulis	Pinus	Pinaceae	diffusus	Pilophorus	Pilophorini	Miridae	6296	6293	6127	4539	62	554	636	76	2	2.63	1	0	0	0	LOW
620	lasiocarpa	Abies	Pinaceae	diffusus	Pilophorus	Pilophorini	Miridae	6296	6293	6127	4539	62	394	800	76	2	2.63	2	0	0	0	LOW
621	lasiocarpa	Abies	Pinaceae	americanus	Pilophorus	Pilophorini	Miridae	6296	6293	6127	4503	62	394	800	239	1	0.42	3	0	0	0	LOW
