id	h_species	h_genus	h_family	i_species	i_genus	i_tribe	i_family	i_family_id	i_tribe_id	i_genus_id	i_species_id	h_family_id	h_genus_id	h_species_id	coll_total_i	coll_number_same_h	coll_percent	h_n_specimens	i_j_h_col_event	i_j_same_col	h_voucher	rel_confidence
1096	maximum	Rhododendron	Ericaceae	brevirostris	Plagiognathus	Phylini	Miridae	6296	6292	6132	307	203	575	827	49	1	2.04	2	0	0	0	LOW
1097	maximum	Rhododendron	Ericaceae	repetitus	Plagiognathus	Phylini	Miridae	6296	6292	6132	355	203	575	827	23	1	4.35	1	0	0	0	LOW
1098	maximum	Rhododendron	Ericaceae	rubricans	Rhinocapsus	Phylini	Miridae	6296	6292	6178	5198	203	575	827	35	1	2.86	4	0	0	0	LOW
1099	maximum	Rhododendron	Ericaceae	vanduzeei	Rhinocapsus	Phylini	Miridae	6296	6292	6178	5199	203	575	827	167	2	1.20	2	0	0	0	LOW
1100	angustifolium	Chamerion	Onagraceae	keltoni	Chlamydatus	Phylini	Miridae	6296	6292	5807	539	327	4718	650	226	1	0.44	1	0	0	0	LOW
1101	banksiana	Pinus	Pinaceae	drakei	Ceratocapsus	Ceratocapsini	Miridae	6296	34068	5802	747	62	554	671	16	1	6.25	1	0	0	0	LOW
1102	canadensis	Lonicera	Caprifoliaceae	dislocatus	Metriorrhynchomiris	Mirini	Miridae	6296	8151	37466	37467	136	525	10092	242	1	0.41	1	0	0	0	LOW
1103	typhina	Rhus	Anacardiaceae	atricallus	Neolygus	Mirini	Miridae	6296	8151	37464	81694	85	577	953	19	1	5.26	1	0	0	0	LOW
1104	campestris	Artemisia	Asteraceae	coriaceus	Orthocephalus	Halticini	Miridae	6296	6288	6084	1748	98	418	8604	188	2	1.06	2	0	0	0	LOW
1105	boreale	Galium	Rubiaceae	apterus	Halticus	Halticini	Miridae	6296	6288	5920	1152	377	1217	8785	748	1	0.13	2	0	0	0	LOW
1106	angustifolium	Chamerion	Onagraceae	molliculus	Megalocoleus	Phylini	Miridae	6296	6292	6025	4123	327	4718	650	406	1	0.25	1	0	0	0	LOW
1107	vulgaris	Artemisia	Asteraceae	saltator	Orthocephalus	Halticini	Miridae	6296	6288	6084	1770	98	418	966	427	1	0.23	2	0	0	0	LOW
1108	angustifolium	Chamerion	Onagraceae	gilvipes	Mecomma	Orthotylini	Miridae	6296	6291	6023	1588	327	4718	650	307	2	0.65	1	0	0	0	LOW
1109	triacanthos	Gleditsia	Fabaceae	submarginatus	Orthotylus	Orthotylini	Miridae	6296	6291	6088	2099	211	490	946	30	3	10.00	1	0	0	0	LOW
1110	nigra	Pinus	Pinaceae	cinnamopterus	Pilophorus	Pilophorini	Miridae	6296	6293	6127	4525	62	554	9884	68	8	11.76	6	0	0	0	MEDIUM
1111	nigra	Pinus	Pinaceae	perplexus	Pilophorus	Pilophorini	Miridae	6296	6293	6127	4592	62	554	9884	184	1	0.54	1	0	0	0	LOW
1112	nigra	Pinus	Pinaceae	uhleri	Pilophorus	Pilophorini	Miridae	6296	6293	6127	4625	62	554	9884	119	1	0.84	1	0	0	0	LOW
1113	nigra	Pinus	Pinaceae	gracilis	Pilophorus	Pilophorini	Miridae	6296	6293	6127	4554	62	554	9884	74	4	5.41	6	0	0	0	MEDIUM
1114	nigra	Pinus	Pinaceae	confusus	Pilophorus	Pilophorini	Miridae	6296	6293	6127	4530	62	554	9884	177	1	0.56	1	0	0	0	LOW
1115	corniculatus	Lotus	Fabaceae	caelestialium	Trigonotylus	Stenodemini	Miridae	6296	8158	34962	40037	211	526	6664	608	1	0.16	1	0	0	0	LOW
1116	planifolia	Salix	Salicaceae	aethiops	Psallus	Phylini	Miridae	6296	6292	6154	378	382	583	6543	218	2	0.92	1	0	0	0	LOW
1117	planifolia	Salix	Salicaceae	tahoensis	Salignus	Mirini	Miridae	6296	8151	40238	40239	382	583	6543	34	1	2.94	1	0	0	0	LOW
1118	planifolia	Salix	Salicaceae	annexa	Lygidea	Mirini	Miridae	6296	8151	52789	52797	382	583	6543	103	1	0.97	3	0	0	0	LOW
1119	mariana	Picea	Pinaceae	uhleri	Pilophorus	Pilophorini	Miridae	6296	6293	6127	4625	62	553	825	119	1	0.84	1	0	0	0	LOW
1120	mariana	Picea	Pinaceae	piceicola	Pilophorus	Pilophorini	Miridae	6296	6293	6127	4593	62	553	825	112	1	0.89	2	0	0	0	LOW
1121	pubescens	Betula	Betulaceae	provancheri	Blepharidopterus	Orthotylini	Miridae	6296	6291	5769	648	109	430	9273	478	3	0.63	2	0	0	0	LOW
1122	rubrum	Acer	Sapindaceae	provancheri	Blepharidopterus	Orthotylini	Miridae	6296	6291	5769	648	385	398	5283	478	1	0.21	2	0	0	0	LOW
1123	pensylvanicum	Acer	Sapindaceae	provancheri	Blepharidopterus	Orthotylini	Miridae	6296	6291	5769	648	385	398	5285	478	1	0.21	2	0	0	0	LOW
1124	spicatum	Acer	Sapindaceae	provancheri	Blepharidopterus	Orthotylini	Miridae	6296	6291	5769	648	385	398	8788	478	2	0.42	2	0	0	0	LOW
1125	spicatum	Acer	Sapindaceae	capitata	Paraproba	Orthotylini	Miridae	6296	6291	6105	2174	385	398	8788	71	1	1.41	1	0	0	0	LOW
1126	mariana	Picea	Pinaceae	piceicola	Neolygus	Mirini	Miridae	6296	8151	37464	81700	62	553	825	17	1	5.88	1	0	0	0	LOW
1127	banksiana	Pinus	Pinaceae	piceicola	Neolygus	Mirini	Miridae	6296	8151	37464	81700	62	554	671	17	1	5.88	1	0	0	0	LOW
1128	balsamea	Abies	Pinaceae	piceicola	Neolygus	Mirini	Miridae	6296	8151	37464	81700	62	394	670	17	1	5.88	1	0	0	0	LOW
1129	incana	Alnus	Betulaceae	falleni	Psallus	Phylini	Miridae	6296	6292	6154	508	109	405	9541	112	2	1.79	2	0	0	0	LOW
1130	incana	Alnus	Betulaceae	suffuscipennis	Plagiognathus	Phylini	Miridae	6296	6292	6132	368	109	405	9541	128	1	0.78	1	0	0	0	LOW
1131	laricina	Larix	Pinaceae	suffuscipennis	Plagiognathus	Phylini	Miridae	6296	6292	6132	368	62	516	799	128	1	0.78	1	0	0	0	LOW
1132	pallida	Impatiens	Balsaminaceae	pabulinus	Lygocoris	Mirini	Miridae	6296	8151	39601	67454	102	6246	11442	251	2	0.80	3	0	0	0	LOW
1133	domestica	Malus	Rosaceae	mali	Atractotomus	Phylini	Miridae	6296	6292	5750	2925	376	529	9791	99	1	1.01	1	0	0	0	LOW
1134	biennis	Artemisia	Asteraceae	artemisiae	Europiella	Phylini	Miridae	6296	6292	5876	35	98	418	8599	918	1	0.11	1	0	0	0	LOW
1135	juncea	Brassica	Brassicaceae	associatus	Chlamydatus	Phylini	Miridae	6296	6292	5807	84	114	433	793	947	1	0.11	1	0	0	0	LOW
1136	juncea	Brassica	Brassicaceae	keltoni	Chlamydatus	Phylini	Miridae	6296	6292	5807	539	114	433	793	226	1	0.44	1	0	0	0	LOW
1137	occidentalis	Symphoricarpos	Caprifoliaceae	obliquus	Orectoderus	Pronotocrepini	Miridae	6296	6306	6325	6333	136	601	10915	317	1	0.32	5	0	0	0	LOW
1138	tremuloides	Populus	Salicaceae	neoclavatus	Pilophorus	Pilophorini	Miridae	6296	6293	6127	4581	382	563	945	88	1	1.14	1	0	0	0	LOW
1139	parvifolia	Antennaria	Asteraceae	brindleyi	Melanotrichus	Orthotylini	Miridae	6296	6291	6029	34914	98	414	9722	61	1	1.64	1	0	0	0	LOW
1140	parviflora	Antennaria	Asteraceae	brindleyi	Melanotrichus	Orthotylini	Miridae	6296	6291	6029	34914	98	414	9723	61	1	1.64	1	0	0	0	LOW
1141	canadensis	Anemone	Ranunculaceae	pulicarius	Chlamydatus	Phylini	Miridae	6296	6292	5807	95	367	412	9248	279	1	0.36	1	0	0	0	LOW
1142	canadensis	Shepherdia	Elaeagnaceae	nyctalis	Orthotylus	Orthotylini	Miridae	6296	6291	6088	2013	197	590	8607	18	1	5.56	1	0	0	0	LOW
1143	calceoliformis	Suaeda	Amaranthaceae	onustus	Atomoscelis	Phylini	Miridae	6296	6292	5747	38	83	600	6447	552	1	0.18	1	0	0	0	LOW
1144	interior	Salix	Salicaceae	notabilis	Orthotylus	Orthotylini	Miridae	6296	6291	6088	2011	382	583	786	19	3	15.79	2	0	0	0	MEDIUM
1145	frigida	Artemisia	Asteraceae	inconspicua	Brooksetta	Orthotylini	Miridae	6296	6291	5783	675	98	418	751	94	1	1.06	1	0	0	0	LOW
1146	interior	Salix	Salicaceae	bohemanni	Monosynamma	Phylini	Miridae	6296	6292	6038	4205	382	583	786	292	4	1.37	2	0	0	0	LOW
1147	rubra	Salicornia	Amaranthaceae	femoralis	Megalopsallus	Phylini	Miridae	6296	6292	6027	8	83	582	8732	10	1	10.00	2	0	0	0	LOW
1148	rubra	Salicornia	Amaranthaceae	flavosparsus	Melanotrichus	Orthotylini	Miridae	6296	6291	6029	34918	83	582	8732	337	1	0.30	1	0	0	0	LOW
1149	rubra	Salicornia	Amaranthaceae	leviculus	Melanotrichus	Orthotylini	Miridae	6296	6291	6029	34916	83	582	8732	38	2	5.26	1	0	0	0	LOW
1150	interior	Salix	Salicaceae	basicornis	Orthotylus	Orthotylini	Miridae	6296	6291	6088	1817	382	583	786	46	2	4.35	2	0	0	0	LOW
1151	frigida	Artemisia	Asteraceae	fuscosus	Plagiognathus	Phylini	Miridae	6296	6292	6132	330	98	418	751	287	1	0.35	1	0	0	0	LOW
1152	sativa	Medicago	Fabaceae	pulicarius	Chlamydatus	Phylini	Miridae	6296	6292	5807	95	211	532	903	279	3	1.08	1	0	0	0	LOW
1153	glandulosa	Betula	Betulaceae	parshleyi	Plagiognathus	Phylini	Miridae	6296	6292	6132	400	109	430	759	81	2	2.47	3	0	0	0	LOW
1154	eremophilus	Senecio	Asteraceae	simplex	Labopidea	Orthotylini	Miridae	6296	6291	5973	1366	98	589	4895	83	1	1.20	1	0	0	0	LOW
1155	sophia	Descurainia	Brassicaceae	leonardi	Orthotylus	Orthotylini	Miridae	6296	6291	6088	1960	114	5380	5383	3	1	33.33	3	0	0	0	LOW
1156	sativa	Medicago	Fabaceae	fuscosus	Plagiognathus	Phylini	Miridae	6296	6292	6132	330	211	532	903	287	1	0.35	1	0	0	0	LOW
1157	sativa	Medicago	Fabaceae	lathyri	Lopidea	Orthotylini	Miridae	6296	6291	6002	1474	211	532	903	69	2	2.90	1	0	0	0	LOW
1158	discolor	Salix	Salicaceae	aethiops	Psallus	Phylini	Miridae	6296	6292	6154	378	382	583	9480	218	1	0.46	2	0	0	0	LOW
1159	negundo	Acer	Sapindaceae	negundinis	Plagiognathus	Phylini	Miridae	6296	6292	6132	344	385	398	848	11	3	27.27	2	0	0	0	MEDIUM
1160	interior	Salix	Salicaceae	diaphanus	Blepharidopterus	Orthotylini	Miridae	6296	6291	5769	644	382	583	786	218	1	0.46	1	0	0	0	LOW
1161	album	Chenopodium	Amaranthaceae	elisus	Lygus	Mirini	Miridae	6296	8151	8152	40247	83	449	638	1557	1	0.06	1	0	0	0	LOW
1162	annuus	Helianthus	Asteraceae	elisus	Lygus	Mirini	Miridae	6296	8151	8152	40247	98	500	4867	1557	6	0.39	3	0	0	0	LOW
1163	sophia	Descurainia	Brassicaceae	coagulatus	Melanotrichus	Orthotylini	Miridae	6296	6291	6029	34915	114	5380	5383	331	1	0.30	1	0	0	0	LOW
1164	stellatum	Allium	Amaryllidaceae	planifrons	Labopidea	Orthotylini	Miridae	6296	6291	5973	1365	7902	4794	4878	19	1	5.26	1	0	0	0	LOW
1165	venosus	Lathyrus	Fabaceae	pulicarius	Chlamydatus	Phylini	Miridae	6296	6292	5807	95	211	518	959	279	1	0.36	1	0	0	0	LOW
1166	venosus	Lathyrus	Fabaceae	fuscosus	Plagiognathus	Phylini	Miridae	6296	6292	6132	330	211	518	959	287	1	0.35	2	0	0	0	LOW
1167	strigosus	Rubus	Rosaceae	stygicus	Slaterocoris	Orthotylini	Miridae	6296	6291	6200	2580	376	581	3994	1026	1	0.10	1	0	0	0	LOW
1168	strigosus	Rubus	Rosaceae	atricolor	Atractotomus	Phylini	Miridae	6296	6292	5750	2901	376	581	3994	124	1	0.81	1	0	0	0	LOW
1169	alnifolia	Amelanchier	Rosaceae	lathyri	Lopidea	Orthotylini	Miridae	6296	6291	6002	1474	376	1150	1197	69	2	2.90	1	0	0	0	LOW
1170	sativa	Medicago	Fabaceae	unctuosus	Lygus	Mirini	Miridae	6296	8151	8152	77485	211	532	903	5	1	20.00	1	0	0	0	LOW
1171	fruticosa	Potentilla	Rosaceae	pallidicornis	Phoenicocoris	Phylini	Miridae	6296	6292	6119	6657	376	564	752	11	1	9.09	1	0	0	0	LOW
1172	sativa	Medicago	Fabaceae	hesperia	Dacota	Phylini	Miridae	6296	6292	5837	3483	211	532	903	102	1	0.98	1	0	0	0	LOW
1173	sativa	Medicago	Fabaceae	borealis	Lygus	Mirini	Miridae	6296	8151	8152	40246	211	532	903	52	1	1.92	2	0	0	0	LOW
1174	occidentalis	Betula	Betulaceae	obscurus	Plagiognathus	Phylini	Miridae	6296	6292	6132	349	109	430	9558	325	1	0.31	2	0	0	0	LOW
1175	argentea	Shepherdia	Elaeagnaceae	salicis	Pilophorus	Pilophorini	Miridae	6296	6293	6127	4603	197	590	658	36	2	5.56	1	0	0	0	LOW
1176	occidentalis	Symphoricarpos	Caprifoliaceae	albocostatus	Melanotrichus	Orthotylini	Miridae	6296	6291	6029	34913	136	601	10915	173	1	0.58	1	0	0	0	LOW
1177	sativa	Medicago	Fabaceae	viridis	Trigonotylus	Stenodemini	Miridae	6296	8158	34962	40033	211	532	903	193	1	0.52	1	0	0	0	LOW
1178	axillaris	Iva	Asteraceae	albifrons	Ilnacora	Orthotylini	Miridae	6296	6291	5942	1275	98	508	668	95	1	1.05	2	0	0	0	LOW
1179	squarrosa	Grindelia	Asteraceae	albifrons	Ilnacora	Orthotylini	Miridae	6296	6291	5942	1275	98	1463	2589	95	1	1.05	1	0	0	0	LOW
1180	juncea	Brassica	Brassicaceae	coagulatus	Melanotrichus	Orthotylini	Miridae	6296	6291	6029	34915	114	433	793	331	1	0.30	1	0	0	0	LOW
1181	frigida	Artemisia	Asteraceae	keltoni	Chlamydatus	Phylini	Miridae	6296	6292	5807	539	98	418	751	226	1	0.44	1	0	0	0	LOW
1182	frigida	Artemisia	Asteraceae	pulicarius	Chlamydatus	Phylini	Miridae	6296	6292	5807	95	98	418	751	279	1	0.36	1	0	0	0	LOW
1183	glandulosa	Betula	Betulaceae	alni	Orthotylus	Orthotylini	Miridae	6296	6291	6088	1795	109	430	759	51	2	3.92	5	0	0	0	LOW
1184	bimundorum	Potentilla	Rosaceae	viridicata	Brooksetta	Orthotylini	Miridae	6296	6291	5783	682	376	564	5361	54	1	1.85	3	0	0	0	LOW
1185	pennsylvanica	Potentilla	Rosaceae	mistus	Melanotrichus	Orthotylini	Miridae	6296	6291	6029	34917	376	564	5364	26	1	3.85	2	0	0	0	LOW
1186	glandulosa	Betula	Betulaceae	gilvipes	Mecomma	Orthotylini	Miridae	6296	6291	6023	1588	109	430	759	307	1	0.33	1	0	0	0	LOW
1187	glandulosa	Betula	Betulaceae	kimi	Psallus	Phylini	Miridae	6296	6292	6154	4913	109	430	759	37	2	5.41	2	0	0	0	LOW
1188	angustifolia	Saussurea	Asteraceae	bermani	Labopidea	Orthotylini	Miridae	6296	6291	5973	1351	98	4853	10072	30	1	3.33	1	0	0	0	LOW
1189	boreale	Hedysarum	Fabaceae	keltoni	Chlamydatus	Phylini	Miridae	6296	6292	5807	539	211	497	1218	226	1	0.44	2	0	0	0	LOW
1190	boreale	Hedysarum	Fabaceae	dakota	Lopidea	Orthotylini	Miridae	6296	6291	6002	1437	211	497	1218	287	2	0.70	5	0	0	0	LOW
1191	mackenzii	Hedysarum	Fabaceae	nigridia	Lopidea	Orthotylini	Miridae	6296	6291	6002	1499	211	497	820	296	1	0.34	3	0	0	0	LOW
1192	canadensis	Shepherdia	Elaeagnaceae	kimi	Psallus	Phylini	Miridae	6296	6292	6154	4913	197	590	8607	37	1	2.70	1	0	0	0	LOW
1193	glauca	Picea	Pinaceae	rolfsi	Pinophylus	Phylini	Miridae	6296	6292	6129	358	62	553	760	56	1	1.79	1	0	0	0	LOW
1194	pulcherrimum	Polemonium	Polemoniaceae	pilosus	Bothynotus	Clivinemini	Miridae	6296	73888	70177	70178	354	6027	6028	1	1	100.00	2	0	0	0	LOW
1195	tilesii	Artemisia	Asteraceae	bohemanni	Monosynamma	Phylini	Miridae	6296	6292	6038	4205	98	418	939	292	2	0.68	2	0	0	0	LOW
1196	aboriginum	Astragalus	Fabaceae	keltoni	Chlamydatus	Phylini	Miridae	6296	6292	5807	539	211	423	6508	226	1	0.44	2	0	0	0	LOW
1197	canadensis	Shepherdia	Elaeagnaceae	lalannei	Parthenicus	Orthotylini	Miridae	6296	6291	6112	6645	197	590	8607	7	1	14.29	9	0	0	0	LOW
1198	pennsylvanica	Potentilla	Rosaceae	viridicata	Brooksetta	Orthotylini	Miridae	6296	6291	5783	682	376	564	5364	54	1	1.85	4	0	0	0	LOW
1199	campestris	Oxytropis	Fabaceae	keltoni	Chlamydatus	Phylini	Miridae	6296	6292	5807	539	211	542	682	226	1	0.44	2	0	0	0	LOW
1200	aboriginum	Astragalus	Fabaceae	viridicata	Brooksetta	Orthotylini	Miridae	6296	6291	5783	682	211	423	6508	54	1	1.85	1	0	0	0	LOW
1201	aboriginum	Astragalus	Fabaceae	mistus	Melanotrichus	Orthotylini	Miridae	6296	6291	6029	34917	211	423	6508	26	1	3.85	4	0	0	0	LOW
1202	angustifolium	Chamerion	Onagraceae	annexa	Lygidea	Mirini	Miridae	6296	8151	52789	52797	327	4718	650	103	1	0.97	1	0	0	0	LOW
1203	glauca	Salix	Salicaceae	aethiops	Psallus	Phylini	Miridae	6296	6292	6154	378	382	583	10043	218	1	0.46	1	0	0	0	LOW
1204	mariana	Picea	Pinaceae	latifrons	Dichrooscytus	Mirini	Miridae	6296	8151	36459	73518	62	553	825	169	1	0.59	1	0	0	0	LOW
1205	mugo	Pinus	Pinaceae	magnicornis	Atractotomus	Phylini	Miridae	6296	6292	5750	2924	62	554	843	151	1	0.66	2	0	0	0	LOW
1206	glauca	Picea	Pinaceae	rubricatus	Pinalitus	Mirini	Miridae	6296	8151	37457	41486	62	553	760	12	5	41.67	2	0	0	0	MEDIUM
1207	rugosa	Solidago	Asteraceae	molliculus	Megalocoleus	Phylini	Miridae	6296	6292	6025	4123	98	595	9689	406	1	0.25	1	0	0	0	LOW
1208	rugosa	Solidago	Asteraceae	lineolatus	Adelphocoris	Mirini	Miridae	6296	8151	37480	37481	98	595	9689	251	1	0.40	1	0	0	0	LOW
1209	excelsior	Fraxinus	Oleaceae	flavosparsus	Melanotrichus	Orthotylini	Miridae	6296	6291	6029	34918	325	483	2127	337	2	0.59	3	0	0	0	LOW
1210	glauca	Picea	Pinaceae	approximatus	Pinalitus	Mirini	Miridae	6296	8151	37457	41129	62	553	760	55	2	3.64	34	0	0	0	MEDIUM_HIGH
1211	tuberosum	Solanum	Solanaceae	norvegicus	Closterotomus	Mirini	Miridae	6296	8151	50778	50779	9	1802	5640	90	1	1.11	1	0	0	0	LOW
1212	edule	Viburnum	Adoxaceae	norvegicus	Closterotomus	Mirini	Miridae	6296	8151	50778	50779	74	620	734	90	1	1.11	1	0	0	0	LOW
1213	californica	Encelia	Asteraceae	apicalis	Taylorilygus	Mirini	Miridae	6296	8151	50706	50707	98	1194	10184	522	1	0.19	5	0	0	0	LOW
1214	dumosa	Ambrosia	Asteraceae	maturus	Scalponotatus	Orthotylini	Miridae	6296	6291	6190	2485	98	407	8633	123	32	26.02	90	0	15	0	HIGH
1215	chenopodiifolia	Ambrosia	Asteraceae	maturus	Scalponotatus	Orthotylini	Miridae	6296	6291	6190	2485	98	407	5784	123	1	0.81	1	0	0	0	LOW
1216	confertiflora	Ambrosia	Asteraceae	maturus	Scalponotatus	Orthotylini	Miridae	6296	6291	6190	2485	98	407	2022	123	1	0.81	1	0	0	0	LOW
1217	canescens	Atriplex	Amaranthaceae	sparsus	Megalopsallus	Phylini	Miridae	6296	6292	6027	21	83	424	686	136	28	20.59	49	0	0	0	HIGH
1218	glandulosa	Prosopis	Fabaceae	baja	Ramentomiris	Orthotylini	Miridae	6296	6291	6170	2399	211	565	9450	6	2	33.33	4	0	0	0	LOW
1219	juliflora	Prosopis	Fabaceae	prosopidis	Atractotomus	Phylini	Miridae	6296	6292	5750	2944	211	565	792	20	6	30.00	93	0	0	0	HIGH
1220	cuneatus	Ceanothus	Rhamnaceae	cruralis	Tuxedo	Phylini	Miridae	6296	6292	6253	549	373	444	716	168	7	4.17	2	0	0	0	MEDIUM
1221	cuneatus	Ceanothus	Rhamnaceae	meridionalis	Oligotylus	Phylini	Miridae	6296	6292	6073	497	373	444	716	20	4	20.00	2	0	0	0	MEDIUM
1222	cuneatus	Ceanothus	Rhamnaceae	ursinus	Pycnocoris	Mirini	Miridae	6296	8151	40265	40266	373	444	716	39	4	10.26	75	0	0	0	MEDIUM_HIGH
1223	cuneatus	Ceanothus	Rhamnaceae	albofasciatus	Spanagonicus	Phylini	Miridae	6296	6292	6207	468	373	444	716	813	1	0.12	2	0	0	0	LOW
1224	cuneatus	Ceanothus	Rhamnaceae	ceanothi	Oligotylus	Phylini	Miridae	6296	6292	6073	499	373	444	716	81	6	7.41	7	0	0	0	MEDIUM
1225	berberidis	Haplopappus	Asteraceae	aprica	Strophopoda	Phylini	Miridae	6296	6292	6221	474	98	495	672	35	1	2.86	6	0	0	0	LOW
1226	fasciculatum	Adenostoma	Rosaceae	semiustus	Adenostomocoris	Phylini	Miridae	6296	6292	5706	176	376	400	8641	28	14	50.00	16	0	0	0	HIGH
1227	fasciculatum	Adenostoma	Rosaceae	verticalis	Plagiognathus	Phylini	Miridae	6296	6292	6132	373	376	400	8641	269	1	0.37	1	0	0	0	LOW
1228	fasciculatum	Adenostoma	Rosaceae	rubrum	Aoplonema	Orthotylini	Miridae	6296	6291	5734	7873	376	400	8641	108	1	0.93	1	0	0	0	LOW
1229	scoparius	Lotus	Fabaceae	rubrum	Aoplonema	Orthotylini	Miridae	6296	6291	5734	7873	211	526	907	108	2	1.85	1	0	0	0	LOW
1230	fasciculatum	Adenostoma	Rosaceae	semiustus	Maurodactylus	Phylini	Miridae	6296	6292	6020	4097	376	400	8641	2	1	50.00	4	0	0	0	LOW
1231	fasciculatum	Adenostoma	Rosaceae	vau	Phytocoris	Mirini	Miridae	6296	8151	36447	70017	376	400	8641	8	2	25.00	11	0	0	0	LOW
1232	scoparius	Lotus	Fabaceae	marginata	Lopidea	Orthotylini	Miridae	6296	6291	6002	1482	211	526	907	106	19	17.92	31	0	0	1	HIGH
1233	fasciculatum	Adenostoma	Rosaceae	marginata	Lopidea	Orthotylini	Miridae	6296	6291	6002	1482	376	400	8641	106	2	1.89	9	0	0	0	LOW
1234	scoparius	Lotus	Fabaceae	silvosa	Irbisia	Mirini	Miridae	6296	8151	36462	40261	211	526	907	206	1	0.49	1	0	0	0	LOW
1235	fasciculatum	Adenostoma	Rosaceae	pintoi	Adenostomocoris	Phylini	Miridae	6296	6292	5706	542	376	400	8641	46	31	67.39	183	0	0	2	HIGH
1236	angustifolium	Eriodictyon	Boraginaceae	angularis	Pseudopsallus	Orthotylini	Miridae	6296	6291	6165	2367	113	476	8581	164	5	3.05	72	0	7	0	MEDIUM_HIGH
1237	tridentata	Artemisia	Asteraceae	stigmosa	Europiella	Phylini	Miridae	6296	6292	5876	26	98	418	948	113	22	19.47	1	0	0	0	HIGH
1238	tridentata	Artemisia	Asteraceae	picta	Phyllopidea	Phylini	Miridae	6296	6292	6121	4448	98	418	948	176	62	35.23	74	0	0	1	HIGH
1239	tridentata	Artemisia	Asteraceae	nevadensis	Brooksetta	Orthotylini	Miridae	6296	6291	5783	678	98	418	948	15	12	80.00	66	0	0	0	HIGH
1240	emoryi	Sphaeralcea	Malvaceae	amoenus	Closterocoris	Herdoniini	Miridae	6296	34944	50802	50803	286	596	8790	110	1	0.91	21	0	0	0	LOW
1241	laciniata	Viguiera	Asteraceae	amoenus	Closterocoris	Herdoniini	Miridae	6296	34944	50802	50803	98	622	796	110	1	0.91	1	0	0	0	LOW
1242	laciniata	Viguiera	Asteraceae	mexicanus	Stittocapsus	Mirini	Miridae	6296	8151	69968	73616	98	622	796	2	1	50.00	119	0	11	0	LOW
1243	emoryi	Sphaeralcea	Malvaceae	azteci	Brooksetta	Orthotylini	Miridae	6296	6291	5783	669	286	596	8790	14	1	7.14	1	0	0	0	LOW
1244	monogyra	Hymenoclea	Asteraceae	ferox	Brooksetta	Orthotylini	Miridae	6296	6291	5783	674	98	1667	2361	30	1	3.33	4	0	0	0	LOW
1245	emoryi	Sphaeralcea	Malvaceae	ferox	Brooksetta	Orthotylini	Miridae	6296	6291	5783	674	286	596	8790	30	1	3.33	5	0	0	0	LOW
1246	californica	Ephedra	Ephedraceae	marginata	Lopidea	Orthotylini	Miridae	6296	6291	6002	1482	64	473	12982	106	1	0.94	5	0	0	0	LOW
1247	californica	Ephedra	Ephedraceae	nigridia	Lopidea	Orthotylini	Miridae	6296	6291	6002	1499	64	473	12982	296	2	0.68	22	0	0	0	LOW
1248	monogyra	Hymenoclea	Asteraceae	atriseta	Pseudopsallus	Orthotylini	Miridae	6296	6291	6165	2370	98	1667	2361	34	1	2.94	16	0	0	0	LOW
1249	laciniata	Viguiera	Asteraceae	verticalis	Plagiognathus	Phylini	Miridae	6296	6292	6132	373	98	622	796	269	1	0.37	2	0	0	0	LOW
1250	fasciculatum	Eriogonum	Polygonaceae	roseus	Phytocoris	Mirini	Miridae	6296	8151	36447	67442	356	477	742	37	19	51.35	16	0	0	0	HIGH
1251	fasciculatum	Adenostoma	Rosaceae	baja	Maculamiris	Phylini	Miridae	6296	6292	6313	6314	376	400	8641	5	1	20.00	36	0	0	0	LOW
1252	fasciculatum	Adenostoma	Rosaceae	fraternus	Orthotylus	Orthotylini	Miridae	6296	6291	6088	1908	376	400	8641	10	5	50.00	32	0	0	0	MEDIUM
1253	minutifolia	Rosa	Rosaceae	baja	Maculamiris	Phylini	Miridae	6296	6292	6313	6314	376	580	1161	5	2	40.00	50	0	0	0	LOW
1254	saliva	Salvia	Lamiaceae	amoenus	Closterocoris	Herdoniini	Miridae	6296	34944	50802	50803	264	585	9483	110	1	0.91	2	0	0	0	LOW
1255	glandulosa	Prosopis	Fabaceae	tuberculatus	Phymatopsallus	Phylini	Miridae	6296	6292	6123	4498	211	565	9450	64	3	4.69	29	0	0	0	LOW
1256	glandulosa	Prosopis	Fabaceae	acaciae	Atractotomus	Phylini	Miridae	6296	6292	5750	2896	211	565	9450	51	1	1.96	1	0	0	0	LOW
1257	cuneatus	Ceanothus	Rhamnaceae	seriatus	Pseudatomoscelis	Phylini	Miridae	6296	6292	6156	410	373	444	716	598	2	0.33	1	0	0	1	LOW
1258	cuneatus	Ceanothus	Rhamnaceae	verticalis	Plagiognathus	Phylini	Miridae	6296	6292	6132	373	373	444	716	269	1	0.37	2	0	0	0	LOW
1259	cuneatus	Ceanothus	Rhamnaceae	rubrum	Aoplonema	Orthotylini	Miridae	6296	6291	5734	7873	373	444	716	108	3	2.78	5	0	0	1	LOW
1260	tomentosus	Ceanothus	Rhamnaceae	californica	Irbisia	Mirini	Miridae	6296	8151	36462	40251	373	444	941	455	1	0.22	1	0	0	0	LOW
1261	tomentosus	Ceanothus	Rhamnaceae	ursinus	Pycnocoris	Mirini	Miridae	6296	8151	40265	40266	373	444	941	39	1	2.56	7	0	0	0	LOW
