id	h_species	h_genus	h_family	i_species	i_genus	i_tribe	i_family	i_family_id	i_tribe_id	i_genus_id	i_species_id	h_family_id	h_genus_id	h_species_id	coll_total_i	coll_number_same_h	coll_percent	h_n_specimens	i_j_h_col_event	i_j_same_col	h_voucher	rel_confidence
3124	parryi	Chrysothamnus	Asteraceae	tumidifrons	Polymerus	Mirini	Miridae	6296	8151	41124	67945	98	451	869	42	1	2.38	3	0	0	0	LOW
3125	parryi	Chrysothamnus	Asteraceae	picta	Lopidea	Orthotylini	Miridae	6296	6291	6002	1510	98	451	869	110	1	0.91	2	0	0	0	LOW
3126	parryi	Chrysothamnus	Asteraceae	albocostatus	Orthotylus	Orthotylini	Miridae	6296	6291	6088	1793	98	451	869	173	1	0.58	14	0	0	0	LOW
3127	californicum	Eriodictyon	Boraginaceae	princeps	Aoplonema	Orthotylini	Miridae	6296	6291	5734	614	113	476	8602	316	1	0.32	1	0	0	0	LOW
3128	hirsutum	Gossypium	Malvaceae	seriatus	Pseudatomoscelis	Phylini	Miridae	6296	6292	6156	410	286	3573	3938	598	1	0.17	1	0	0	0	LOW
3129	luteus	Calochortus	Liliaceae	verticalis	Plagiognathus	Phylini	Miridae	6296	6292	6132	373	273	436	818	269	1	0.37	1	0	0	0	LOW
3130	douglasii	Quercus	Fagaceae	aquilonius	Ceratopsallus	Phylini	Miridae	6296	6292	6448	6449	68	571	731	8	1	12.50	19	0	0	0	LOW
3131	viscida	Arctostaphylos	Ericaceae	plautus	Ceratopsallus	Phylini	Miridae	6296	6292	6448	6451	203	416	1348	2	1	50.00	73	0	0	0	LOW
3132	heermannii	Holocarpha	Asteraceae	monilipes	Chlamydatus	Phylini	Miridae	6296	6292	5807	91	98	1424	1425	206	1	0.49	6	0	0	0	LOW
3133	viscida	Arctostaphylos	Ericaceae	verticalis	Plagiognathus	Phylini	Miridae	6296	6292	6132	373	203	416	1348	269	1	0.37	1	0	0	0	LOW
3134	viscida	Arctostaphylos	Ericaceae	brevis	Deraeocoris	Deraeocorini	Miridae	6296	8164	34950	37485	203	416	1348	849	2	0.24	2	0	0	1	LOW
3135	unguiculata	Clarkia	Onagraceae	badger	Pseudopsallus	Orthotylini	Miridae	6296	6291	6165	2371	327	1409	1410	9	2	22.22	84	0	4	2	LOW
3136	heermannii	Holocarpha	Asteraceae	aprica	Strophopoda	Phylini	Miridae	6296	6292	6221	474	98	1424	1425	35	1	2.86	12	0	0	1	LOW
3137	confertiflorum	Eriophyllum	Asteraceae	aprica	Strophopoda	Phylini	Miridae	6296	6292	6221	474	98	478	1427	35	1	2.86	45	0	0	0	LOW
3138	californica	Aesculus	Sapindaceae	setosus	Phallospinophylus	Phylini	Miridae	6296	6292	6331	6332	385	401	9539	93	1	1.08	6	0	0	0	LOW
3139	viscida	Arctostaphylos	Ericaceae	rubrum	Aoplonema	Orthotylini	Miridae	6296	6291	5734	7873	203	416	1348	108	1	0.93	1	0	0	1	LOW
3140	californica	Rhamnus	Rhamnaceae	bella	Saileria	Orthotylini	Miridae	6296	6291	6186	2428	373	574	9892	15	1	6.67	17	0	0	1	LOW
3141	purshiana	Rhamnus	Rhamnaceae	knighti	Melymacra	Orthotylini	Miridae	6296	6291	6442	6444	373	574	14212	37	1	2.70	1	0	0	1	LOW
3142	viscida	Arctostaphylos	Ericaceae	aprica	Strophopoda	Phylini	Miridae	6296	6292	6221	474	203	416	1348	35	1	2.86	2	0	0	0	LOW
3143	cylindrica	Clarkia	Onagraceae	badger	Pseudopsallus	Orthotylini	Miridae	6296	6291	6165	2371	327	1409	2063	9	1	11.11	8	0	0	0	LOW
3144	douglasii	Quercus	Fagaceae	verticalis	Plagiognathus	Phylini	Miridae	6296	6292	6132	373	68	571	731	269	1	0.37	1	0	0	0	LOW
3145	wislizeni	Quercus	Fagaceae	anthracinus	Ectopiocerus	Mirini	Miridae	6296	8151	40267	40268	68	571	2687	166	1	0.60	2	0	0	1	LOW
3146	californica	Rhamnus	Rhamnaceae	anthracinus	Ectopiocerus	Mirini	Miridae	6296	8151	40267	40268	373	574	9892	166	2	1.20	9	0	0	1	LOW
3147	viscida	Arctostaphylos	Ericaceae	anthracinus	Ectopiocerus	Mirini	Miridae	6296	8151	40267	40268	203	416	1348	166	1	0.60	1	0	0	1	LOW
3148	californica	Aesculus	Sapindaceae	brevis	Deraeocoris	Deraeocorini	Miridae	6296	8164	34950	37485	385	401	9539	849	1	0.12	1	0	0	0	LOW
3149	cuneatus	Ceanothus	Rhamnaceae	marginata	Lopidea	Orthotylini	Miridae	6296	6291	6002	1482	373	444	716	106	1	0.94	1	0	0	1	LOW
3150	viscida	Arctostaphylos	Ericaceae	marginata	Lopidea	Orthotylini	Miridae	6296	6291	6002	1482	203	416	1348	106	1	0.94	1	0	0	1	LOW
3151	wislizeni	Quercus	Fagaceae	marginata	Lopidea	Orthotylini	Miridae	6296	6291	6002	1482	68	571	2687	106	1	0.94	1	0	0	1	LOW
3152	cylindrica	Clarkia	Onagraceae	panda	Irbisia	Mirini	Miridae	6296	8151	36462	50683	327	1409	2063	40	1	2.50	3	0	0	1	LOW
3153	confertiflorum	Eriophyllum	Asteraceae	limata	Irbisia	Mirini	Miridae	6296	8151	36462	37472	98	478	1427	27	2	7.41	17	0	0	1	LOW
3154	confertiflorum	Eriophyllum	Asteraceae	pintoi	Adenostomocoris	Phylini	Miridae	6296	6292	5706	542	98	478	1427	46	1	2.17	33	0	0	1	LOW
3155	fasciculatum	Adenostoma	Rosaceae	seriatus	Pseudatomoscelis	Phylini	Miridae	6296	6292	6156	410	376	400	8641	598	1	0.17	3	0	0	1	LOW
3156	incana	Hirschfeldia	Brassicaceae	nubilus	Henrylygus	Mirini	Miridae	6296	8151	67433	67434	114	16965	16966	75	1	1.33	2	0	0	0	LOW
3157	californicum	Eriodictyon	Boraginaceae	anthracinus	Ectopiocerus	Mirini	Miridae	6296	8151	40267	40268	113	476	8602	166	3	1.81	6	0	0	0	LOW
3158	incana	Hirschfeldia	Brassicaceae	anthracinus	Ectopiocerus	Mirini	Miridae	6296	8151	40267	40268	114	16965	16966	166	1	0.60	4	0	0	0	LOW
3159	unguiculata	Clarkia	Onagraceae	hesperus	Lygus	Mirini	Miridae	6296	8151	8152	50719	327	1409	1410	1504	1	0.07	1	0	0	1	LOW
3160	filaginifolia	Corethrogyne	Asteraceae	gracilentus	Polymerus	Mirini	Miridae	6296	8151	41124	69880	98	15469	15470	11	1	9.09	26	0	0	1	LOW
3161	filaginifolia	Corethrogyne	Asteraceae	marginata	Lopidea	Orthotylini	Miridae	6296	6291	6002	1482	98	15469	15470	106	1	0.94	3	0	0	1	LOW
3162	confertiflorum	Eriophyllum	Asteraceae	marginata	Lopidea	Orthotylini	Miridae	6296	6291	6002	1482	98	478	1427	106	1	0.94	62	0	0	1	LOW
3163	incana	Hirschfeldia	Brassicaceae	marginata	Lopidea	Orthotylini	Miridae	6296	6291	6002	1482	114	16965	16966	106	1	0.94	1	0	0	0	LOW
3164	interrupta	Lonicera	Caprifoliaceae	mediospinosa	Dacerla	Herdoniini	Miridae	6296	34944	50786	69868	136	525	2250	36	1	2.78	1	0	0	1	LOW
3165	unguiculata	Clarkia	Onagraceae	mediospinosa	Dacerla	Herdoniini	Miridae	6296	34944	50786	69868	327	1409	1410	36	1	2.78	2	0	0	1	LOW
3166	confertiflorum	Eriophyllum	Asteraceae	mediospinosa	Dacerla	Herdoniini	Miridae	6296	34944	50786	69868	98	478	1427	36	1	2.78	4	0	0	0	LOW
3167	incana	Hirschfeldia	Brassicaceae	mediospinosa	Dacerla	Herdoniini	Miridae	6296	34944	50786	69868	114	16965	16966	36	1	2.78	4	0	0	0	LOW
3168	filaginifolia	Corethrogyne	Asteraceae	mediospinosa	Dacerla	Herdoniini	Miridae	6296	34944	50786	69868	98	15469	15470	36	1	2.78	1	0	0	1	LOW
3169	viscida	Arctostaphylos	Ericaceae	mediospinosa	Dacerla	Herdoniini	Miridae	6296	34944	50786	69868	203	416	1348	36	1	2.78	5	0	0	0	LOW
3170	fasciculatum	Adenostoma	Rosaceae	mediospinosa	Dacerla	Herdoniini	Miridae	6296	34944	50786	69868	376	400	8641	36	1	2.78	2	0	0	1	LOW
3171	wislizeni	Quercus	Fagaceae	mediospinosa	Dacerla	Herdoniini	Miridae	6296	34944	50786	69868	68	571	2687	36	1	2.78	13	0	5	0	LOW
3172	incana	Hirschfeldia	Brassicaceae	limata	Irbisia	Mirini	Miridae	6296	8151	36462	37472	114	16965	16966	27	1	3.70	1	0	0	0	LOW
3173	kellogii	Quercus	Fagaceae	vaccinicola	Pygovepres	Phylini	Miridae	6296	6292	6339	6340	68	571	1182	265	3	1.13	17	0	0	0	LOW
3174	confertiflorum	Eriophyllum	Asteraceae	monilipes	Chlamydatus	Phylini	Miridae	6296	6292	5807	91	98	478	1427	206	1	0.49	23	0	0	0	LOW
3175	confertiflorum	Eriophyllum	Asteraceae	tristis	Macrotylus	Phylini	Miridae	6296	6292	6009	4052	98	478	1427	17	1	5.88	17	0	0	0	LOW
3176	purshiana	Rhamnus	Rhamnaceae	princeps	Aoplonema	Orthotylini	Miridae	6296	6291	5734	614	373	574	14212	316	1	0.32	1	0	0	0	LOW
3177	californicum	Cirsium	Asteraceae	anthracinus	Ectopiocerus	Mirini	Miridae	6296	8151	40267	40268	98	453	9848	166	1	0.60	1	0	0	0	LOW
3178	californicum	Eriodictyon	Boraginaceae	nigridia	Lopidea	Orthotylini	Miridae	6296	6291	6002	1499	113	476	8602	296	1	0.34	17	0	0	0	LOW
3179	contorta	Pinus	Pinaceae	nubilus	Henrylygus	Mirini	Miridae	6296	8151	67433	67434	62	554	707	75	2	2.67	1	0	0	0	LOW
3180	repens	Elytrigia	Poaceae	limata	Irbisia	Mirini	Miridae	6296	8151	36462	37472	352	17573	17574	27	1	3.70	1	0	0	0	LOW
3181	subcordata	Prunus	Rosaceae	emarginatae	Plagiognathus	Phylini	Miridae	6296	6292	6132	522	376	566	928	10	1	10.00	2	0	0	0	LOW
3182	occidentalis	Juniperus	Cupressaceae	tescorum	Dichrooscytus	Mirini	Miridae	6296	8151	36459	73597	63	511	9871	9	1	11.11	11	0	0	0	LOW
3183	serpyllifolia	Euphorbia	Euphorbiaceae	albofasciatus	Spanagonicus	Phylini	Miridae	6296	6292	6207	468	208	480	910	823	1	0.12	1	0	0	0	LOW
3184	vaccinifolia	Quercus	Fagaceae	sewardi	Phytocoris	Mirini	Miridae	6296	8151	36447	37493	68	571	955	42	1	2.38	1	0	0	0	LOW
3185	norvegica	Artemisia	Asteraceae	aeratus	Lygus	Mirini	Miridae	6296	8151	8152	42071	98	418	14594	64	1	1.56	11	0	0	0	LOW
3186	kellogii	Quercus	Fagaceae	caliginosus	Quernocoris	Phylini	Miridae	6296	6292	6318	6319	68	571	1182	72	1	1.39	8	0	0	0	LOW
3187	californica	Artemisia	Asteraceae	consors	Europiella	Phylini	Miridae	6296	6292	5876	23	98	418	8601	195	1	0.51	1	0	0	0	LOW
3188	californica	Rhamnus	Rhamnaceae	saliens	Criocoris	Phylini	Miridae	6296	6292	5827	3457	373	574	9892	230	1	0.43	3	0	0	0	LOW
3189	scoparius	Cytisus	Fabaceae	rubrum	Aoplonema	Orthotylini	Miridae	6296	6291	5734	7873	211	3803	8738	108	1	0.93	1	0	0	0	LOW
3190	jeffreyi	Pinus	Pinaceae	ceanothi	Lygus	Mirini	Miridae	6296	8151	8152	42109	62	554	6892	112	1	0.89	1	0	0	0	LOW
3191	chamissonis	Ambrosia	Asteraceae	communis	Neolygus	Mirini	Miridae	6296	8151	37464	37469	98	407	7257	103	1	0.97	1	0	0	0	LOW
3192	vulgaris	Artemisia	Asteraceae	verticalis	Plagiognathus	Phylini	Miridae	6296	6292	6132	373	98	418	966	269	1	0.37	1	0	0	0	LOW
3193	lobata	Quercus	Fagaceae	pantherinus	Ceratopsallus	Phylini	Miridae	6296	6292	6448	6562	68	571	810	13	1	7.69	2	0	0	0	LOW
3194	sativa	Medicago	Fabaceae	nigripes	Labopidea	Orthotylini	Miridae	6296	6291	5973	1361	211	532	903	5	1	20.00	3	0	0	0	LOW
3195	triacanthos	Gleditsia	Fabaceae	delicatus	Plagiognathus	Phylini	Miridae	6296	6292	6132	317	211	490	946	70	34	48.57	11	0	0	0	HIGH
3196	lobata	Quercus	Fagaceae	behrensii	Pamillia	Ceratocapsini	Miridae	6296	34068	6093	2161	68	571	810	18	1	5.56	5	0	0	0	LOW
3197	florida	Parkinsonia	Fabaceae	minima	Lopidea	Orthotylini	Miridae	6296	6291	6002	1489	211	1752	9418	62	1	1.61	2	0	0	0	LOW
3198	arbutifolia	Heteromeles	Rosaceae	vaccinicola	Pygovepres	Phylini	Miridae	6296	6292	6339	6340	376	1206	8586	265	1	0.38	1	0	0	0	LOW
3199	flexilis	Pinus	Pinaceae	dimorphicus	Psallovius	Phylini	Miridae	6296	6292	6153	4785	62	554	747	56	2	3.57	2	0	0	0	LOW
3200	contorta	Pinus	Pinaceae	conspurcatus	Noctuocoris	Orthotylini	Miridae	6296	6291	6066	1725	62	554	707	7	1	14.29	1	0	0	0	LOW
3201	contorta	Pinus	Pinaceae	dimorphicus	Psallovius	Phylini	Miridae	6296	6292	6153	4785	62	554	707	56	2	3.57	2	0	0	0	LOW
3202	contorta	Pinus	Pinaceae	fulvescens	Deraeocoris	Deraeocorini	Miridae	6296	8164	34950	59953	62	554	707	28	6	21.43	2	0	0	0	HIGH
3203	lasiocarpa	Abies	Pinaceae	dimorphicus	Psallovius	Phylini	Miridae	6296	6292	6153	4785	62	394	800	56	7	12.50	2	0	0	0	MEDIUM
3204	lasiocarpa	Abies	Pinaceae	neglectus	Phytocoris	Mirini	Miridae	6296	8151	36447	37491	62	394	800	191	6	3.14	6	0	0	0	MEDIUM
3205	tridentata	Artemisia	Asteraceae	omani	Phytocoris	Mirini	Miridae	6296	8151	36447	75651	98	418	948	7	4	57.14	30	0	0	0	MEDIUM
3206	filifolia	Artemisia	Asteraceae	decolor	Europiella	Phylini	Miridae	6296	6292	5876	34	98	418	744	732	4	0.55	1	0	0	0	LOW
3207	pattersonii	Astragalus	Fabaceae	guttatipes	Plagiognathus	Phylini	Miridae	6296	6292	6132	335	211	423	871	71	1	1.41	2	0	0	0	LOW
3208	coronopifolia	Oenothera	Onagraceae	anograe	Pseudopsallus	Orthotylini	Miridae	6296	6291	6165	2368	327	541	9056	24	1	4.17	1	0	0	0	LOW
3209	nauseosa	Chrysothamnus	Asteraceae	bakeri	Deraeocoris	Deraeocorini	Miridae	6296	8164	34950	37484	98	451	9040	141	1	0.71	1	0	0	0	LOW
3210	pungens	Picea	Pinaceae	dimorphicus	Psallovius	Phylini	Miridae	6296	6292	6153	4785	62	553	8724	56	3	5.36	18	0	0	0	LOW
3211	cereum	Ribes	Grossulariaceae	polhemorum	Plagiognathus	Phylini	Miridae	6296	6292	6132	523	227	578	696	19	14	73.68	32	0	0	0	HIGH
3212	incana	Alnus	Betulaceae	provancheri	Blepharidopterus	Orthotylini	Miridae	6296	6291	5769	648	109	405	9541	478	2	0.42	5	0	0	0	LOW
3213	tridentata	Artemisia	Asteraceae	rubropunctipes	Parthenicus	Orthotylini	Miridae	6296	6291	6112	2259	98	418	948	2	1	50.00	3	0	0	0	LOW
3214	vulgare	Leucanthemum	Asteraceae	obscurus	Plagiognathus	Phylini	Miridae	6296	6292	6132	349	98	4185	9389	325	1	0.31	13	0	0	0	LOW
3215	filifolia	Artemisia	Asteraceae	sabulosus	Parthenicus	Orthotylini	Miridae	6296	6291	6112	2265	98	418	744	16	1	6.25	1	0	0	0	LOW
3216	strictiformis	Penstemon	Plantaginaceae	simplex	Hadronema	Orthotylini	Miridae	6296	6291	5912	1134	349	547	3598	107	1	0.93	6	0	0	0	LOW
3217	strictiformis	Penstemon	Plantaginaceae	militare	Hadronema	Orthotylini	Miridae	6296	6291	5912	1132	349	547	3598	380	1	0.26	31	0	7	0	LOW
3218	lanatum	Heracleum	Apiaceae	obliquus	Orectoderus	Pronotocrepini	Miridae	6296	6306	6325	6333	89	502	8668	319	1	0.31	1	0	0	0	LOW
3219	monogynus	Physocarpus	Rosaceae	brunneus	Plagiognathus	Phylini	Miridae	6296	6292	6132	342	376	552	840	331	1	0.30	1	0	0	0	LOW
3220	monticola	Pinus	Pinaceae	dimorphicus	Psallovius	Phylini	Miridae	6296	6292	6153	4785	62	554	3713	56	1	1.79	1	0	0	0	LOW
3221	ponderosa	Pinus	Pinaceae	knighti	Pappus	Mirini	Miridae	6296	8151	74294	76210	62	554	879	1	1	100.00	4	0	0	0	LOW
3222	albicaulis	Pinus	Pinaceae	longirostris	Phoenicocoris	Phylini	Miridae	6296	6292	6119	225	62	554	636	121	2	1.65	1	0	0	0	LOW
3223	albicaulis	Pinus	Pinaceae	rostratus	Phoenicocoris	Phylini	Miridae	6296	6292	6119	228	62	554	636	221	2	0.90	1	0	0	0	LOW
3224	strobiformis	Pinus	Pinaceae	americanus	Pilophorus	Pilophorini	Miridae	6296	6293	6127	4503	62	554	3700	239	1	0.42	1	0	0	0	LOW
3225	edulis	Pinus	Pinaceae	dimorphicus	Psallovius	Phylini	Miridae	6296	6292	6153	4785	62	554	735	56	2	3.57	2	0	0	0	LOW
3226	edulis	Pinus	Pinaceae	diffusus	Pilophorus	Pilophorini	Miridae	6296	6293	6127	4539	62	554	735	76	1	1.32	3	0	0	0	LOW
3227	leiophylla	Pinus	Pinaceae	cinereus	Phytocoris	Mirini	Miridae	6296	8151	36447	86259	62	554	4920	4	3	75.00	2	0	0	0	MEDIUM
3228	lasiocarpa	Abies	Pinaceae	pemptos	Plagiognathus	Phylini	Miridae	6296	6292	6132	518	62	394	800	57	9	15.79	2	0	0	0	HIGH
3229	aristata	Pinus	Pinaceae	rolfsi	Pinophylus	Phylini	Miridae	6296	6292	6129	358	62	554	661	56	7	12.50	16	0	0	0	MEDIUM
3230	lasiocarpa	Abies	Pinaceae	aethiops	Psallus	Phylini	Miridae	6296	6292	6154	378	62	394	800	218	1	0.46	1	0	0	0	LOW
3231	greyi	Pedicularis	Orobanchaceae	longipennis	Plagiognathus	Phylini	Miridae	6296	6292	6132	340	331	546	765	162	1	0.62	2	0	0	0	LOW
3232	aristata	Pinus	Pinaceae	aquilinus	Plagiognathus	Phylini	Miridae	6296	6292	6132	530	62	554	661	5	1	20.00	2	0	0	0	LOW
3233	aristata	Pinus	Pinaceae	pemptos	Plagiognathus	Phylini	Miridae	6296	6292	6132	518	62	554	661	57	1	1.75	1	0	0	0	LOW
3234	aristata	Pinus	Pinaceae	longirostris	Phoenicocoris	Phylini	Miridae	6296	6292	6119	225	62	554	661	121	3	2.48	2	0	0	0	LOW
3235	aristata	Pinus	Pinaceae	diffusus	Pilophorus	Pilophorini	Miridae	6296	6293	6127	4539	62	554	661	76	6	7.89	23	0	0	0	MEDIUM
3236	flexilis	Pinus	Pinaceae	diffusus	Pilophorus	Pilophorini	Miridae	6296	6293	6127	4539	62	554	747	76	3	3.95	3	0	0	0	LOW
3237	aristata	Pinus	Pinaceae	stellatus	Phytocoris	Mirini	Miridae	6296	8151	36447	67464	62	554	661	171	2	1.17	9	0	0	0	LOW
3238	ponderosa	Pinus	Pinaceae	stellatus	Phytocoris	Mirini	Miridae	6296	8151	36447	67464	62	554	879	171	5	2.92	12	0	0	0	MEDIUM
3239	flexilis	Pinus	Pinaceae	luridus	Pappus	Mirini	Miridae	6296	8151	74294	76212	62	554	747	26	10	38.46	59	0	4	0	HIGH
3240	aristata	Pinus	Pinaceae	luridus	Pappus	Mirini	Miridae	6296	8151	74294	76212	62	554	661	26	3	11.54	16	0	0	0	LOW
3241	contorta	Pinus	Pinaceae	luridus	Pappus	Mirini	Miridae	6296	8151	74294	76212	62	554	707	26	2	7.69	44	0	0	0	LOW
3242	lasiocarpa	Abies	Pinaceae	piceicola	Pappus	Mirini	Miridae	6296	8151	74294	76215	62	394	800	11	3	27.27	5	0	0	0	MEDIUM
3243	engelmannii	Picea	Pinaceae	pemptos	Plagiognathus	Phylini	Miridae	6296	6292	6132	518	62	553	4917	57	9	15.79	5	0	0	0	HIGH
3244	fruticosa	Potentilla	Rosaceae	montanus	Orectoderus	Pronotocrepini	Miridae	6296	6306	6325	6337	376	564	752	95	2	2.11	28	0	0	0	LOW
3245	aristata	Pinus	Pinaceae	incertus	Deraeocoris	Deraeocorini	Miridae	6296	8164	34950	59955	62	554	661	166	1	0.60	1	0	0	0	LOW
3246	fruticosa	Potentilla	Rosaceae	rugulipennis	Lygus	Mirini	Miridae	6296	8151	8152	67472	376	564	752	45	1	2.22	4	0	0	0	LOW
3247	fruticosa	Potentilla	Rosaceae	pulicarius	Chlamydatus	Phylini	Miridae	6296	6292	5807	95	376	564	752	279	1	0.36	10	0	0	0	LOW
3248	contorta	Pinus	Pinaceae	suffuscipennis	Plagiognathus	Phylini	Miridae	6296	6292	6132	368	62	554	707	128	2	1.56	2	0	0	0	LOW
3249	flexilis	Pinus	Pinaceae	longirostris	Phoenicocoris	Phylini	Miridae	6296	6292	6119	225	62	554	747	121	4	3.31	2	0	0	0	MEDIUM
3250	ledifolius	Cercocarpus	Rosaceae	cercocarpi	Atractotomus	Phylini	Miridae	6296	6292	5750	2909	376	448	804	20	1	5.00	1	0	0	0	LOW
3251	montanus	Cercocarpus	Rosaceae	hopi	Phytocoris	Mirini	Miridae	6296	8151	36447	67519	376	448	842	46	4	8.70	25	0	0	0	MEDIUM
3252	ponderosa	Pinus	Pinaceae	barberi	Deraeocoris	Deraeocorini	Miridae	6296	8164	34950	70174	62	554	879	22	4	18.18	10	0	0	0	MEDIUM
3253	ponderosa	Pinus	Pinaceae	fulvescens	Deraeocoris	Deraeocorini	Miridae	6296	8164	34950	59953	62	554	879	28	4	14.29	3	0	0	0	MEDIUM
3254	ponderosa	Pinus	Pinaceae	comulus	Phytocoris	Mirini	Miridae	6296	8151	36447	67898	62	554	879	14	7	50.00	11	0	0	0	HIGH
3255	ponderosa	Pinus	Pinaceae	corticola	Phytocoris	Mirini	Miridae	6296	8151	36447	75096	62	554	879	11	3	27.27	1	0	0	0	MEDIUM
3256	scouleriana	Salix	Salicaceae	aethiops	Psallus	Phylini	Miridae	6296	6292	6154	378	382	583	4825	218	1	0.46	10	0	0	0	LOW
3257	geyeri	Allium	Amaryllidaceae	lenensis	Labopidea	Orthotylini	Miridae	6296	6291	5973	1360	7902	4794	14508	79	1	1.27	14	0	0	0	LOW
3258	edulis	Pinus	Pinaceae	jezzardi	Pilophorus	Pilophorini	Miridae	6296	6293	6127	4561	62	554	735	1	1	100.00	1	0	0	0	LOW
3259	frigida	Artemisia	Asteraceae	pumilum	Compsidolon	Phylini	Miridae	6296	6292	5816	509	98	418	751	161	7	4.35	17	0	0	0	MEDIUM
3260	gambelii	Quercus	Fagaceae	polhemorum	Bisulcopsallus	Phylini	Miridae	6296	6292	6469	6471	68	571	754	16	10	62.50	11	0	0	0	HIGH
3261	montanus	Cercocarpus	Rosaceae	cercocarpi	Parthenicus	Orthotylini	Miridae	6296	6291	6112	2211	376	448	842	20	5	25.00	3	0	0	0	MEDIUM
3262	ponderosa	Pinus	Pinaceae	crassipes	Pilophorus	Pilophorini	Miridae	6296	6293	6127	4531	62	554	879	76	1	1.32	3	0	0	0	LOW
3263	montanus	Cercocarpus	Rosaceae	cercocarpicola	Oligotylus	Phylini	Miridae	6296	6292	6073	389	376	448	842	84	10	11.90	6	0	0	0	MEDIUM
3264	interior	Salix	Salicaceae	fuscosus	Plagiognathus	Phylini	Miridae	6296	6292	6132	330	382	583	786	287	3	1.05	3	0	0	0	LOW
3265	montanus	Cercocarpus	Rosaceae	tephrosicola	Teleorhinus	Pronotocrepini	Miridae	6296	6306	6309	6336	376	448	842	50	1	2.00	1	0	0	0	LOW
3266	cereum	Ribes	Grossulariaceae	princeps	Aoplonema	Orthotylini	Miridae	6296	6291	5734	614	227	578	696	316	1	0.32	1	0	0	0	LOW
3267	trilobata	Rhus	Anacardiaceae	princeps	Aoplonema	Orthotylini	Miridae	6296	6291	5734	614	85	577	4065	316	1	0.32	2	0	0	0	LOW
3268	interior	Salix	Salicaceae	salicis	Pilophorus	Pilophorini	Miridae	6296	6293	6127	4603	382	583	786	36	2	5.56	2	0	0	0	LOW
3269	amygdaloides	Salix	Salicaceae	obscurus	Plagiognathus	Phylini	Miridae	6296	6292	6132	349	382	583	647	325	1	0.31	1	0	0	0	LOW
3270	gambelii	Quercus	Fagaceae	quercicola	Deraeocoris	Deraeocorini	Miridae	6296	8164	34950	70358	68	571	754	67	1	1.49	1	0	0	0	LOW
3271	scopulorum	Juniperus	Cupressaceae	spinosus	Dichaetocoris	Orthotylini	Miridae	6296	6291	5849	928	63	511	8739	55	1	1.82	4	0	0	0	LOW
3272	amygdaloides	Salix	Salicaceae	salicis	Lopidea	Orthotylini	Miridae	6296	6291	6002	1523	382	583	647	19	8	42.11	9	0	0	0	HIGH
3273	trilobata	Rhus	Anacardiaceae	media	Lopidea	Orthotylini	Miridae	6296	6291	6002	1484	85	577	4065	390	1	0.26	1	0	0	0	LOW
3274	interior	Salix	Salicaceae	obsoletus	Parthenicus	Orthotylini	Miridae	6296	6291	6112	2244	382	583	786	8	2	25.00	13	0	0	0	LOW
3275	gambelii	Quercus	Fagaceae	fusiformis	Ceratocapsidea	Ceratocapsini	Miridae	6296	34068	34071	35482	68	571	754	124	4	3.23	6	0	0	0	MEDIUM
3276	trilobata	Rhus	Anacardiaceae	oreades	Parthenicus	Orthotylini	Miridae	6296	6291	6112	2245	85	577	4065	31	1	3.23	1	0	0	0	LOW
3277	nauseosa	Ericameria	Asteraceae	hirtus	Slaterocoris	Orthotylini	Miridae	6296	6291	6200	2558	98	1622	4133	44	1	2.27	1	0	0	0	LOW
3278	tridentata	Artemisia	Asteraceae	pulicarius	Chlamydatus	Phylini	Miridae	6296	6292	5807	95	98	418	948	279	1	0.36	1	0	0	0	LOW
3279	viscidiflorus	Chrysothamnus	Asteraceae	calli	Lopidea	Orthotylini	Miridae	6296	6291	6002	85282	98	451	963	3	2	66.67	16	0	0	0	LOW
3280	edulis	Pinus	Pinaceae	apicatus	Ceratocapsus	Ceratocapsini	Miridae	6296	34068	5802	710	62	554	735	86	3	3.49	2	0	0	0	LOW
3281	tridentata	Artemisia	Asteraceae	bakeri	Orectoderus	Pronotocrepini	Miridae	6296	6306	6325	6338	98	418	948	39	3	7.69	13	0	0	0	LOW
3282	montanus	Cercocarpus	Rosaceae	alpinus	Slaterocoris	Orthotylini	Miridae	6296	6291	6200	2537	376	448	842	29	1	3.45	1	0	0	0	LOW
3283	villosa	Heterotheca	Asteraceae	chloris	Ilnacora	Orthotylini	Miridae	6296	6291	5942	1279	98	1468	9865	94	2	2.13	2	0	0	0	LOW
3284	villosa	Heterotheca	Asteraceae	chrysopsis	Polymerus	Mirini	Miridae	6296	8151	41124	73960	98	1468	9865	10	2	20.00	20	0	0	0	LOW
3285	montanus	Cercocarpus	Rosaceae	brevis	Deraeocoris	Deraeocorini	Miridae	6296	8164	34950	37485	376	448	842	849	4	0.47	6	0	0	0	LOW
3286	filifolia	Artemisia	Asteraceae	pilosula	Europiella	Phylini	Miridae	6296	6292	5876	30	98	418	744	93	5	5.38	2	0	0	0	MEDIUM
3287	filifolia	Artemisia	Asteraceae	artemisicola	Pseudopsallus	Orthotylini	Miridae	6296	6291	6165	2369	98	418	744	14	3	21.43	61	0	0	0	MEDIUM
3288	canescens	Atriplex	Amaranthaceae	atriplicis	Orthotylus	Orthotylini	Miridae	6296	6291	6088	1810	83	424	686	11	6	54.55	3	0	1	0	HIGH
